0087.wav,F:min
0088.wav,F:min/3
0089.wav,F:min/5
0090.wav,F#:min
0091.wav,F#:min/3
0092.wav,F#:min/5
0093.wav,G:min
0094.wav,G:min/3
0095.wav,G:min/5
0096.wav,G#:min
0097.wav,G#:min/3
0098.wav,G#:min/5
0099.wav,A:min
0100.wav,A:min/3
0101.wav,A:min/5
0102.wav,A#:min
0103.wav,A#:min/3
0104.wav,A#:min/5
0105.wav,B:min
0106.wav,B:min/3
0107.wav,B:min/5
0108.wav,C:min
0109.wav,C:min/3
0110.wav,C:min/5
0111.wav,C#:min
0112.wav,C#:min/3
0113.wav,C#:min/5
0114.wav,D:min
0115.wav,D:min/3
0116.wav,D:min/5
0117.wav,D#:min
0118.wav,D#:min/3
0119.wav,D#:min/5
0120.wav,E:min
0121.wav,E:min/3
0122.wav,E:min/5
0123.wav,F:min
0124.wav,F:min/3
0125.wav,F:min/5
0126.wav,F#:min
0127.wav,F#:min/3
0128.wav,F#:min/5
0129.wav,G:min
0130.wav,G:min/3
0131.wav,G:min/5
0132.wav,G#:min
0133.wav,G#:min/3
0134.wav,G#:min/5
0135.wav,A:min
0136.wav,A:min/3
0137.wav,A:min/5
0138.wav,A#:min
0139.wav,A#:min/3
0140.wav,A#:min/5
0141.wav,B:min
0142.wav,B:min/3
0143.wav,B:min/5
0144.wav,C:maj7
0145.wav,C:maj7/3
0146.wav,C:maj7/5
0147.wav,C:maj7/7
0148.wav,C#:maj7
0149.wav,C#:maj7/3
0150.wav,C#:maj7/5
0151.wav,C#:maj7/7
0152.wav,D:maj7
0153.wav,D:maj7/3
0154.wav,D:maj7/5
0155.wav,D:maj7/7
0156.wav,D#:maj7
0157.wav,D#:maj7/3
0158.wav,D#:maj7/5
0159.wav,D#:maj7/7
0160.wav,E:maj7
0161.wav,E:maj7/3
0162.wav,E:maj7/5
0163.wav,E:maj7/7
0164.wav,F:maj7
0165.wav,F:maj7/3
0166.wav,F:maj7/5
0167.wav,F:maj7/7
0168.wav,F#:maj7
0169.wav,F#:maj7/3
0170.wav,F#:maj7/5
0171.wav,F#:maj7/7
0172.wav,G:maj7
0173.wav,G:maj7/3
0174.wav,G:maj7/5
0175.wav,G:maj7/7
0176.wav,G#:maj7
0177.wav,G#:maj7/3
0178.wav,G#:maj7/5
0179.wav,G#:maj7/7
0180.wav,A:maj7
0181.wav,A:maj7/3
0182.wav,A:maj7/5
0183.wav,A:maj7/7
0184.wav,A#:maj7
0185.wav,A#:maj7/3
0186.wav,A#:maj7/5
0187.wav,A#:maj7/7
0188.wav,B:maj7
0189.wav,B:maj7/3
0190.wav,B:maj7/5
0191.wav,B:maj7/7
0192.wav,C:maj7
0193.wav,C:maj7/3
0194.wav,C:maj7/5
0195.wav,C:maj7/7
0196.wav,C#:maj7
0197.wav,C#:maj7/3
0198.wav,C#:maj7/5
0199.wav,C#:maj7/7
0200.wav,D:maj7
0201.wav,D:maj7/3
0202.wav,D:maj7/5
0203.wav,D:maj7/7
0204.wav,D#:maj7
0205.wav,D#:maj7/3
0206.wav,D#:maj7/5
0207.wav,D#:maj7/7
0208.wav,E:maj7
0209.wav,E:maj7/3
0210.wav,E:maj7/5
0211.wav,E:maj7/7
0212.wav,F:maj7
0213.wav,F:maj7/3
0214.wav,F:maj7/5
0215.wav,F:maj7/7
0216.wav,F#:maj7
0217.wav,F#:maj7/3
0218.wav,F#:maj7/5
0219.wav,F#:maj7/7
0220.wav,G:maj7
0221.wav,G:maj7/3
0222.wav,G:maj7/5
0223.wav,G:maj7/7
0224.wav,G#:maj7
0225.wav,G#:maj7/3
0226.wav,G#:maj7/5
0227.wav,G#:maj7/7
0228.wav,A:maj7
0229.wav,A:maj7/3
0230.wav,A:maj7/5
0231.wav,A:maj7/7
0232.wav,A#:maj7
0233.wav,A#:maj7/3
0234.wav,A#:maj7/5
0235.wav,A#:maj7/7
0236.wav,B:maj7
0237.wav,B:maj7/3
0238.wav,B:maj7/5
0239.wav,B:maj7/7
0240.wav,C:min7
0241.wav,C:min7/3
0242.wav,C:min7/5
0243.wav,C:min7/7
0244.wav,C#:min7
0245.wav,C#:min7/3
0246.wav,C#:min7/5
0247.wav,C#:min7/7
0248.wav,D:min7
0249.wav,D:min7/3
0250.wav,D:min7/5
0251.wav,D:min7/7
0252.wav,D#:min7
0253.wav,D#:min7/3
0254.wav,D#:min7/5
0255.wav,D#:min7/7
0256.wav,E:min7
0257.wav,E:min7/3
0258.wav,E:min7/5
0259.wav,E:min7/7
0260.wav,F:min7
0261.wav,F:min7/3
0262.wav,F:min7/5
0263.wav,F:min7/7
0264.wav,F#:min7
0265.wav,F#:min7/3
0266.wav,F#:min7/5
0267.wav,F#:min7/7
0268.wav,G:min7
0269.wav,G:min7/3
0270.wav,G:min7/5
0271.wav,G:min7/7
0272.wav,G#:min7
0273.wav,G#:min7/3
0274.wav,G#:min7/5
0275.wav,G#:min7/7
0276.wav,A:min7
0277.wav,A:min7/3
0278.wav,A:min7/5
0279.wav,A:min7/7
0280.wav,A#:min7
0281.wav,A#:min7/3
0282.wav,A#:min7/5
0283.wav,A#:min7/7
0284.wav,B:min7
0285.wav,B:min7/3
0286.wav,B:min7/5
0287.wav,B:min7/7
0288.wav,C:min7
0289.wav,C:min7/3
0290.wav,C:min7/5
0291.wav,C:min7/7
0292.wav,C#:min7
0293.wav,C#:min7/3
0294.wav,C#:min7/5
0295.wav,C#:min7/7
0296.wav,D:min7
0297.wav,D:min7/3
0298.wav,D:min7/5
0299.wav,D:min7/7
0300.wav,D#:min7
0301.wav,D#:min7/3
0302.wav,D#:min7/5
0303.wav,D#:min7/7
0304.wav,E:min7
0305.wav,E:min7/3
0306.wav,E:min7/5
0307.wav,E:min7/7
0308.wav,F:min7
0309.wav,F:min7/3
0310.wav,F:min7/5
0311.wav,F:min7/7
0312.wav,F#:min7
0313.wav,F#:min7/3
0314.wav,F#:min7/5
0315.wav,F#:min7/7
0316.wav,G:min7
0317.wav,G:min7/3
0318.wav,G:min7/5
0319.wav,G:min7/7
0320.wav,G#:min7
0321.wav,G#:min7/3
0322.wav,G#:min7/5
0323.wav,G#:min7/7
0324.wav,A:min7
0325.wav,A:min7/3
0326.wav,A:min7/5
0327.wav,A:min7/7
0328.wav,A#:min7
0329.wav,A#:min7/3
0330.wav,A#:min7/5
0331.wav,A#:min7/7
0332.wav,B:min7
0333.wav,B:min7/3
0334.wav,B:min7/5
0335.wav,B:min7/7
0336.wav,C:5
0337.wav,C:5/5
0338.wav,C#:5
0339.wav,C#:5/5
0340.wav,D:5
0341.wav,D:5/5
0342.wav,D#:5
0343.wav,D#:5/5
0344.wav,E:5
0345.wav,E:5/5
0346.wav,F:5
0347.wav,F:5/5
0348.wav,F#:5
0349.wav,F#:5/5
0350.wav,G:5
0351.wav,G:5/5
0352.wav,G#:5
0353.wav,G#:5/5
0354.wav,A:5
0355.wav,A:5/5
0356.wav,A#:5
0357.wav,A#:5/5
0358.wav,B:5
0359.wav,B:5/5
0360.wav,C:5
0361.wav,C:5/5
0362.wav,C#:5
0363.wav,C#:5/5
0364.wav,D:5
0365.wav,D:5/5
0366.wav,D#:5
0367.wav,D#:5/5
0368.wav,E:5
0369.wav,E:5/5
0370.wav,F:5
0371.wav,F:5/5
0372.wav,F#:5
0373.wav,F#:5/5
0374.wav,G:5
0375.wav,G:5/5
0376.wav,G#:5
0377.wav,G#:5/5
0378.wav,A:5
0379.wav,A:5/5
0380.wav,A#:5
0381.wav,A#:5/5
0382.wav,B:5
0383.wav,B:5/5
0384.wav,C:7
0385.wav,C:7/3
0386.wav,C:7/5
0387.wav,C:7/7
0388.wav,C#:7
0389.wav,C#:7/3
0390.wav,C#:7/5
0391.wav,C#:7/7
0392.wav,D:7
0393.wav,D:7/3
0394.wav,D:7/5
0395.wav,D:7/7
0396.wav,D#:7
0397.wav,D#:7/3
0398.wav,D#:7/5
0399.wav,D#:7/7
0400.wav,E:7
0401.wav,E:7/3
0402.wav,E:7/5
0403.wav,E:7/7
0404.wav,F:7
0405.wav,F:7/3
0406.wav,F:7/5
0407.wav,F:7/7
0408.wav,F#:7
0409.wav,F#:7/3
0410.wav,F#:7/5
0411.wav,F#:7/7
0412.wav,G:7
0413.wav,G:7/3
0414.wav,G:7/5
0415.wav,G:7/7
0416.wav,G#:7
0417.wav,G#:7/3
0418.wav,G#:7/5
0419.wav,G#:7/7
0420.wav,A:7
0421.wav,A:7/3
0422.wav,A:7/5
0423.wav,A:7/7
0424.wav,A#:7
0425.wav,A#:7/3
0426.wav,A#:7/5
0427.wav,A#:7/7
0428.wav,B:7
0429.wav,B:7/3
0430.wav,B:7/5
0431.wav,B:7/7
0432.wav,C:7
0433.wav,C:7/3
0434.wav,C:7/5
0435.wav,C:7/7
0436.wav,C#:7
0437.wav,C#:7/3
0438.wav,C#:7/5
0439.wav,C#:7/7
0440.wav,D:7
0441.wav,D:7/3
0442.wav,D:7/5
0443.wav,D:7/7
0444.wav,D#:7
0445.wav,D#:7/3
0446.wav,D#:7/5
0447.wav,D#:7/7
0448.wav,E:7
0449.wav,E:7/3
0450.wav,E:7/5
0451.wav,E:7/7
0452.wav,F:7
0453.wav,F:7/3
0454.wav,F:7/5
0455.wav,F:7/7
0456.wav,F#:7
0457.wav,F#:7/3
0458.wav,F#:7/5
0459.wav,F#:7/7
0460.wav,G:7
0461.wav,G:7/3
0462.wav,G:7/5
0463.wav,G:7/7
0464.wav,G#:7
0465.wav,G#:7/3
0466.wav,G#:7/5
0467.wav,G#:7/7
0468.wav,A:7
0469.wav,A:7/3
0470.wav,A:7/5
0471.wav,A:7/7
0472.wav,A#:7
0473.wav,A#:7/3
0474.wav,A#:7/5
0475.wav,A#:7/7
0476.wav,B:7
0477.wav,B:7/3
0478.wav,B:7/5
0479.wav,B:7/7
0480.wav,C:hdim7
0481.wav,C:hdim7/3
0482.wav,C:hdim7/5
0483.wav,C:hdim7/7
0484.wav,C#:hdim7
0485.wav,C#:hdim7/3
0486.wav,C#:hdim7/5
0487.wav,C#:hdim7/7
0488.wav,D:hdim7
0489.wav,D:hdim7/3
0490.wav,D:hdim7/5
0491.wav,D:hdim7/7
0492.wav,D#:hdim7
0493.wav,D#:hdim7/3
0494.wav,D#:hdim7/5
0495.wav,D#:hdim7/7
0496.wav,E:hdim7
0497.wav,E:hdim7/3
0498.wav,E:hdim7/5
0499.wav,E:hdim7/7
0500.wav,F:hdim7
0501.wav,F:hdim7/3
0502.wav,F:hdim7/5
0503.wav,F:hdim7/7
0504.wav,F#:hdim7
0505.wav,F#:hdim7/3
0506.wav,F#:hdim7/5
0507.wav,F#:hdim7/7
0508.wav,G:hdim7
0509.wav,G:hdim7/3
0510.wav,G:hdim7/5
0511.wav,G:hdim7/7
0512.wav,G#:hdim7
0513.wav,G#:hdim7/3
0514.wav,G#:hdim7/5
0515.wav,G#:hdim7/7
0516.wav,A:hdim7
0517.wav,A:hdim7/3
0518.wav,A:hdim7/5
0519.wav,A:hdim7/7
0520.wav,A#:hdim7
0521.wav,A#:hdim7/3
0522.wav,A#:hdim7/5
0523.wav,A#:hdim7/7
0524.wav,B:hdim7
0525.wav,B:hdim7/3
0526.wav,B:hdim7/5
0527.wav,B:hdim7/7
0528.wav,C:hdim7
0529.wav,C:hdim7/3
0530.wav,C:hdim7/5
0531.wav,C:hdim7/7
0532.wav,C#:hdim7
0533.wav,C#:hdim7/3
0534.wav,C#:hdim7/5
0535.wav,C#:hdim7/7
0536.wav,D:hdim7
0537.wav,D:hdim7/3
0538.wav,D:hdim7/5
0539.wav,D:hdim7/7
0540.wav,D#:hdim7
0541.wav,D#:hdim7/3
0542.wav,D#:hdim7/5
0543.wav,D#:hdim7/7
0544.wav,E:hdim7
0545.wav,E:hdim7/3
0546.wav,E:hdim7/5
0547.wav,E:hdim7/7
0548.wav,F:hdim7
0549.wav,F:hdim7/3
0550.wav,F:hdim7/5
0551.wav,F:hdim7/7
0552.wav,F#:hdim7
0553.wav,F#:hdim7/3
0554.wav,F#:hdim7/5
0555.wav,F#:hdim7/7
0556.wav,G:hdim7
0557.wav,G:hdim7/3
0558.wav,G:hdim7/5
0559.wav,G:hdim7/7
0560.wav,G#:hdim7
0561.wav,G#:hdim7/3
0562.wav,G#:hdim7/5
0563.wav,G#:hdim7/7
0564.wav,A:hdim7
0565.wav,A:hdim7/3
0566.wav,A:hdim7/5
0567.wav,A:hdim7/7
0568.wav,A#:hdim7
0569.wav,A#:hdim7/3
0570.wav,A#:hdim7/5
0571.wav,A#:hdim7/7
0572.wav,B:hdim7
0573.wav,B:hdim7/3
0574.wav,B:hdim7/5
0575.wav,B:hdim7/7
0576.wav,C:maj
0577.wav,C:maj/3
0578.wav,C:maj/5
0579.wav,C#:maj
0580.wav,C#:maj/3
0581.wav,C#:maj/5
0582.wav,D:maj
0583.wav,D:maj/3
0584.wav,D:maj/5
0585.wav,D#:maj
0586.wav,D#:maj/3
0587.wav,D#:maj/5
0588.wav,E:maj
0589.wav,E:maj/3
0590.wav,E:maj/5
0591.wav,F:maj
0592.wav,F:maj/3
0593.wav,F:maj/5
0594.wav,F#:maj
0595.wav,F#:maj/3
0596.wav,F#:maj/5
0597.wav,G:maj
0598.wav,G:maj/3
0599.wav,G:maj/5
0600.wav,G#:maj
0601.wav,G#:maj/3
0602.wav,G#:maj/5
0603.wav,A:maj
0604.wav,A:maj/3
0605.wav,A:maj/5
0606.wav,A#:maj
0607.wav,A#:maj/3
0608.wav,A#:maj/5
0609.wav,B:maj
0610.wav,B:maj/3
0611.wav,B:maj/5
0612.wav,C:maj
0613.wav,C:maj/3
0614.wav,C:maj/5
0615.wav,C#:maj
0616.wav,C#:maj/3
0617.wav,C#:maj/5
0618.wav,D:maj
0619.wav,D:maj/3
0620.wav,D:maj/5
0621.wav,D#:maj
0622.wav,D#:maj/3
0623.wav,D#:maj/5
0624.wav,E:maj
0625.wav,E:maj/3
0626.wav,E:maj/5
0627.wav,F:maj
0628.wav,F:maj/3
0629.wav,F:maj/5
0630.wav,F#:maj
0631.wav,F#:maj/3
0632.wav,F#:maj/5
0633.wav,G:maj
0634.wav,G:maj/3
0635.wav,G:maj/5
0636.wav,G#:maj
0637.wav,G#:maj/3
0638.wav,G#:maj/5
0639.wav,A:maj
0640.wav,A:maj/3
0641.wav,A:maj/5
0642.wav,A#:maj
0643.wav,A#:maj/3
0644.wav,A#:maj/5
0645.wav,B:maj
0646.wav,B:maj/3
0647.wav,B:maj/5
0648.wav,C:min
0649.wav,C:min/3
0650.wav,C:min/5
0651.wav,C#:min
0652.wav,C#:min/3
0653.wav,C#:min/5
0654.wav,D:min
0655.wav,D:min/3
0656.wav,D:min/5
0657.wav,D#:min
0658.wav,D#:min/3
0659.wav,D#:min/5
0660.wav,E:min
0661.wav,E:min/3
0662.wav,E:min/5
0663.wav,F:min
0664.wav,F:min/3
0665.wav,F:min/5
0666.wav,F#:min
0667.wav,F#:min/3
0668.wav,F#:min/5
0669.wav,G:min
0670.wav,G:min/3
0671.wav,G:min/5
0672.wav,G#:min
0673.wav,G#:min/3
0674.wav,G#:min/5
0675.wav,A:min
0676.wav,A:min/3
0677.wav,A:min/5
0678.wav,A#:min
0679.wav,A#:min/3
0680.wav,A#:min/5
0681.wav,B:min
0682.wav,B:min/3
0683.wav,B:min/5
0684.wav,C:min
0685.wav,C:min/3
0686.wav,C:min/5
0687.wav,C#:min
0688.wav,C#:min/3
0689.wav,C#:min/5
0690.wav,D:min
0691.wav,D:min/3
0692.wav,D:min/5
0693.wav,D#:min
0694.wav,D#:min/3
0695.wav,D#:min/5
0696.wav,E:min
0697.wav,E:min/3
0698.wav,E:min/5
0699.wav,F:min
0700.wav,F:min/3
0701.wav,F:min/5
0702.wav,F#:min
0703.wav,F#:min/3
0704.wav,F#:min/5
0705.wav,G:min
0706.wav,G:min/3
0707.wav,G:min/5
0708.wav,G#:min
0709.wav,G#:min/3
0710.wav,G#:min/5
0711.wav,A:min
0712.wav,A:min/3
0713.wav,A:min/5
0714.wav,A#:min
0715.wav,A#:min/3
0716.wav,A#:min/5
0717.wav,B:min
0718.wav,B:min/3
0719.wav,B:min/5
0720.wav,C:maj7
0721.wav,C:maj7/3
0722.wav,C:maj7/5
0723.wav,C:maj7/7
0724.wav,C#:maj7
0725.wav,C#:maj7/3
0726.wav,C#:maj7/5
0727.wav,C#:maj7/7
0728.wav,D:maj7
0729.wav,D:maj7/3
0730.wav,D:maj7/5
0731.wav,D:maj7/7
0732.wav,D#:maj7
0733.wav,D#:maj7/3
0734.wav,D#:maj7/5
0735.wav,D#:maj7/7
0736.wav,E:maj7
0737.wav,E:maj7/3
0738.wav,E:maj7/5
0739.wav,E:maj7/7
0740.wav,F:maj7
0741.wav,F:maj7/3
0742.wav,F:maj7/5
0743.wav,F:maj7/7
0744.wav,F#:maj7
0745.wav,F#:maj7/3
0746.wav,F#:maj7/5
0747.wav,F#:maj7/7
0748.wav,G:maj7
0749.wav,G:maj7/3
0750.wav,G:maj7/5
0751.wav,G:maj7/7
0752.wav,G#:maj7
0753.wav,G#:maj7/3
0754.wav,G#:maj7/5
0755.wav,G#:maj7/7
0756.wav,A:maj7
0757.wav,A:maj7/3
0758.wav,A:maj7/5
0759.wav,A:maj7/7
0760.wav,A#:maj7
0761.wav,A#:maj7/3
0762.wav,A#:maj7/5
0763.wav,A#:maj7/7
0764.wav,B:maj7
0765.wav,B:maj7/3
0766.wav,B:maj7/5
0767.wav,B:maj7/7
0768.wav,C:maj7
0769.wav,C:maj7/3
0770.wav,C:maj7/5
0771.wav,C:maj7/7
0772.wav,C#:maj7
0773.wav,C#:maj7/3
0774.wav,C#:maj7/5
0775.wav,C#:maj7/7
0776.wav,D:maj7
0777.wav,D:maj7/3
0778.wav,D:maj7/5
0779.wav,D:maj7/7
0780.wav,D#:maj7
0781.wav,D#:maj7/3
0782.wav,D#:maj7/5
0783.wav,D#:maj7/7
0784.wav,E:maj7
0785.wav,E:maj7/3
0786.wav,E:maj7/5
0787.wav,E:maj7/7
0788.wav,F:maj7
0789.wav,F:maj7/3
0790.wav,F:maj7/5
0791.wav,F:maj7/7
0792.wav,F#:maj7
0793.wav,F#:maj7/3
0794.wav,F#:maj7/5
0795.wav,F#:maj7/7
0796.wav,G:maj7
0797.wav,G:maj7/3
0798.wav,G:maj7/5
0799.wav,G:maj7/7
0800.wav,G#:maj7
0801.wav,G#:maj7/3
0802.wav,G#:maj7/5
0803.wav,G#:maj7/7
0804.wav,A:maj7
0805.wav,A:maj7/3
0806.wav,A:maj7/5
0807.wav,A:maj7/7
0808.wav,A#:maj7
0809.wav,A#:maj7/3
0810.wav,A#:maj7/5
0811.wav,A#:maj7/7
0812.wav,B:maj7
0813.wav,B:maj7/3
0814.wav,B:maj7/5
0815.wav,B:maj7/7
0816.wav,C:min7
0817.wav,C:min7/3
0818.wav,C:min7/5
0819.wav,C:min7/7
0820.wav,C#:min7
0821.wav,C#:min7/3
0822.wav,C#:min7/5
0823.wav,C#:min7/7
0824.wav,D:min7
0825.wav,D:min7/3
0826.wav,D:min7/5
0827.wav,D:min7/7
0828.wav,D#:min7
0829.wav,D#:min7/3
0830.wav,D#:min7/5
0831.wav,D#:min7/7
0832.wav,E:min7
0833.wav,E:min7/3
0834.wav,E:min7/5
0835.wav,E:min7/7
0836.wav,F:min7
0837.wav,F:min7/3
0838.wav,F:min7/5
0839.wav,F:min7/7
0840.wav,F#:min7
0841.wav,F#:min7/3
0842.wav,F#:min7/5
0843.wav,F#:min7/7
0844.wav,G:min7
0845.wav,G:min7/3
0846.wav,G:min7/5
0847.wav,G:min7/7
0848.wav,G#:min7
0849.wav,G#:min7/3
0850.wav,G#:min7/5
0851.wav,G#:min7/7
0852.wav,A:min7
0853.wav,A:min7/3
0854.wav,A:min7/5
0855.wav,A:min7/7
0856.wav,A#:min7
0857.wav,A#:min7/3
0858.wav,A#:min7/5
0859.wav,A#:min7/7
0860.wav,B:min7
0861.wav,B:min7/3
0862.wav,B:min7/5
0863.wav,B:min7/7
0864.wav,C:min7
0865.wav,C:min7/3
0866.wav,C:min7/5
0867.wav,C:min7/7
0868.wav,C#:min7
0869.wav,C#:min7/3
0870.wav,C#:min7/5
0871.wav,C#:min7/7
0872.wav,D:min7
0873.wav,D:min7/3
0874.wav,D:min7/5
0875.wav,D:min7/7
0876.wav,D#:min7
0877.wav,D#:min7/3
0878.wav,D#:min7/5
0879.wav,D#:min7/7
0880.wav,E:min7
0881.wav,E:min7/3
0882.wav,E:min7/5
0883.wav,E:min7/7
0884.wav,F:min7
0885.wav,F:min7/3
0886.wav,F:min7/5
0887.wav,F:min7/7
0888.wav,F#:min7
0889.wav,F#:min7/3
0890.wav,F#:min7/5
0891.wav,F#:min7/7
0892.wav,G:min7
0893.wav,G:min7/3
0894.wav,G:min7/5
0895.wav,G:min7/7
0896.wav,G#:min7
0897.wav,G#:min7/3
0898.wav,G#:min7/5
0899.wav,G#:min7/7
0900.wav,A:min7
0901.wav,A:min7/3
0902.wav,A:min7/5
0903.wav,A:min7/7
0904.wav,A#:min7
0905.wav,A#:min7/3
0906.wav,A#:min7/5
0907.wav,A#:min7/7
0908.wav,B:min7
0909.wav,B:min7/3
0910.wav,B:min7/5
0911.wav,B:min7/7
0912.wav,C:5
0913.wav,C:5/5
0914.wav,C#:5
0915.wav,C#:5/5
0916.wav,D:5
0917.wav,D:5/5
0918.wav,D#:5
0919.wav,D#:5/5
0920.wav,E:5
0921.wav,E:5/5
0922.wav,F:5
0923.wav,F:5/5
0924.wav,F#:5
0925.wav,F#:5/5
0926.wav,G:5
0927.wav,G:5/5
0928.wav,G#:5
0929.wav,G#:5/5
0930.wav,A:5
0931.wav,A:5/5
0932.wav,A#:5
0933.wav,A#:5/5
0934.wav,B:5
0935.wav,B:5/5
0936.wav,C:5
0937.wav,C:5/5
0938.wav,C#:5
0939.wav,C#:5/5
0940.wav,D:5
0941.wav,D:5/5
0942.wav,D#:5
0943.wav,D#:5/5
0944.wav,E:5
0945.wav,E:5/5
0946.wav,F:5
0947.wav,F:5/5
0948.wav,F#:5
0949.wav,F#:5/5
0950.wav,G:5
0951.wav,G:5/5
0952.wav,G#:5
0953.wav,G#:5/5
0954.wav,A:5
0955.wav,A:5/5
0956.wav,A#:5
0957.wav,A#:5/5
0958.wav,B:5
0959.wav,B:5/5
0960.wav,C:7
0961.wav,C:7/3
0962.wav,C:7/5
0963.wav,C:7/7
0964.wav,C#:7
0965.wav,C#:7/3
0966.wav,C#:7/5
0967.wav,C#:7/7
0968.wav,D:7
0969.wav,D:7/3
0970.wav,D:7/5
0971.wav,D:7/7
0972.wav,D#:7
0973.wav,D#:7/3
0974.wav,D#:7/5
0975.wav,D#:7/7
0976.wav,E:7
0977.wav,E:7/3
0978.wav,E:7/5
0979.wav,E:7/7
0980.wav,F:7
0981.wav,F:7/3
0982.wav,F:7/5
0983.wav,F:7/7
0984.wav,F#:7
0985.wav,F#:7/3
0986.wav,F#:7/5
0987.wav,F#:7/7
0988.wav,G:7
0989.wav,G:7/3
0990.wav,G:7/5
0991.wav,G:7/7
0992.wav,G#:7
0993.wav,G#:7/3
0994.wav,G#:7/5
0995.wav,G#:7/7
0996.wav,A:7
0997.wav,A:7/3
0998.wav,A:7/5
0999.wav,A:7/7
1000.wav,A#:7
1001.wav,A#:7/3
1002.wav,A#:7/5
1003.wav,A#:7/7
1004.wav,B:7
1005.wav,B:7/3
1006.wav,B:7/5
1007.wav,B:7/7
1008.wav,C:7
1009.wav,C:7/3
1010.wav,C:7/5
1011.wav,C:7/7
1012.wav,C#:7
1013.wav,C#:7/3
1014.wav,C#:7/5
1015.wav,C#:7/7
1016.wav,D:7
1017.wav,D:7/3
1018.wav,D:7/5
1019.wav,D:7/7
1020.wav,D#:7
1021.wav,D#:7/3
1022.wav,D#:7/5
1023.wav,D#:7/7
1024.wav,E:7
1025.wav,E:7/3
1026.wav,E:7/5
1027.wav,E:7/7
1028.wav,F:7
1029.wav,F:7/3
1030.wav,F:7/5
1031.wav,F:7/7
1032.wav,F#:7
1033.wav,F#:7/3
1034.wav,F#:7/5
1035.wav,F#:7/7
1036.wav,G:7
1037.wav,G:7/3
1038.wav,G:7/5
1039.wav,G:7/7
1040.wav,G#:7
1041.wav,G#:7/3
1042.wav,G#:7/5
1043.wav,G#:7/7
1044.wav,A:7
1045.wav,A:7/3
1046.wav,A:7/5
1047.wav,A:7/7
1048.wav,A#:7
1049.wav,A#:7/3
1050.wav,A#:7/5
1051.wav,A#:7/7
1052.wav,B:7
1053.wav,B:7/3
1054.wav,B:7/5
1055.wav,B:7/7
1056.wav,C:hdim7
1057.wav,C:hdim7/3
1058.wav,C:hdim7/5
1059.wav,C:hdim7/7
1060.wav,C#:hdim7
1061.wav,C#:hdim7/3
1062.wav,C#:hdim7/5
1063.wav,C#:hdim7/7
1064.wav,D:hdim7
1065.wav,D:hdim7/3
1066.wav,D:hdim7/5
1067.wav,D:hdim7/7
1068.wav,D#:hdim7
1069.wav,D#:hdim7/3
1070.wav,D#:hdim7/5
1071.wav,D#:hdim7/7
1072.wav,E:hdim7
1073.wav,E:hdim7/3
1074.wav,E:hdim7/5
1075.wav,E:hdim7/7
1076.wav,F:hdim7
1077.wav,F:hdim7/3
1078.wav,F:hdim7/5
1079.wav,F:hdim7/7
1080.wav,F#:hdim7
1081.wav,F#:hdim7/3
1082.wav,F#:hdim7/5
1083.wav,F#:hdim7/7
1084.wav,G:hdim7
1085.wav,G:hdim7/3
1086.wav,G:hdim7/5
1087.wav,G:hdim7/7
1088.wav,G#:hdim7
