file_name,root_note,chord_type,0,1,2,3,4,5,6,7,8,9,10,11
0028.wav,0,maj/3,0.43024132,0.7549818,0.25391957,0.3456727,1.0,0.46495613,0.2519392,0.23310357,0.43402824,0.6757384,0.4325421,0.43727204
0029.wav,0,maj/5,0.27565932,0.65887034,0.28851947,0.35014853,1.0,0.41971296,0.2171807,0.29467297,0.5180885,0.87086487,0.40221554,0.36964098
0030.wav,1,maj,0.5599472,0.3789436,1.0,0.5407394,0.4503075,0.93243736,0.64362097,0.5458572,0.5859711,0.7929391,0.8689111,0.39801362
0031.wav,1,maj/3,0.4192016,0.41197538,0.774786,0.29351813,0.432388,1.0,0.34460682,0.21889926,0.2347276,0.5305032,0.6841524,0.30469844
0032.wav,1,maj/5,0.14554185,0.18929441,0.5936307,0.23893955,0.26271576,1.0,0.43594262,0.250243,0.22347975,0.26477376,0.58466053,0.21829093
0033.wav,2,maj,0.62331504,0.45664245,0.4170017,0.94011587,0.46624768,0.26512176,0.83637977,0.5500759,0.4305464,0.43620285,0.60145634,1.0
0034.wav,2,maj/3,0.21677531,0.3725554,0.30453485,0.5372761,0.28778467,0.32176372,1.0,0.5125718,0.19736785,0.1802696,0.35978526,0.5254573
0035.wav,2,maj/5,0.3800927,0.3542913,0.19557525,0.5103643,0.2954968,0.3368083,1.0,0.3742421,0.13817503,0.17671406,0.4201996,0.7497926
0036.wav,3,maj,1.0,0.44966134,0.37112492,0.42019987,0.90890384,0.3965488,0.30852148,0.9065032,0.33579782,0.21510087,0.28735983,0.46596885
0037.wav,3,maj/3,0.5609055,0.2536381,0.34710082,0.3602423,0.7968277,0.4160272,0.40296888,1.0,0.38347977,0.27866122,0.2840841,0.4938494
0038.wav,3,maj/5,0.8909877,0.5394898,0.50935256,0.40971756,0.60048795,0.3016825,0.388221,1.0,0.43473724,0.28450656,0.27895403,0.40659735
0039.wav,4,maj,0.6048668,0.85119474,0.4187939,0.29478112,0.28568634,0.7678208,0.39307818,0.30185324,1.0,0.63032204,0.45595676,0.4838242
0040.wav,4,maj/3,0.5841494,0.77559376,0.49033496,0.7282721,0.55413216,0.78858113,0.26098773,0.4414253,1.0,0.3243628,0.20940094,0.24745563
0041.wav,4,maj/5,0.58520377,0.65148103,0.35045505,0.41071603,0.41031492,0.84436405,0.29394993,0.39225894,1.0,0.39432114,0.24116765,0.2806495
0042.wav,5,maj,0.25043675,0.4655059,1.0,0.3824085,0.35464987,0.35196173,0.8249518,0.44582188,0.41609916,0.8852342,0.32043737,0.18306682
0043.wav,5,maj/3,0.32336083,0.53341067,0.6981185,0.38250813,0.38103455,0.45087707,1.0,0.3803941,0.38686958,0.93683827,0.37409225,0.23851688
0044.wav,5,maj/5,0.2541032,0.43195307,0.621554,0.4928753,0.96271354,0.40854216,0.4405492,0.3463283,0.43535507,1.0,0.37535486,0.25996658
0045.wav,6,maj,0.3588748,0.45335364,0.74811745,0.92350227,0.51769364,0.56491417,0.5764467,0.87027836,0.29790902,0.36880985,1.0,0.51047164
0046.wav,6,maj/3,0.2852609,0.33004105,0.60123676,0.7835293,0.5252601,0.7724149,0.4960649,0.99384403,0.4678168,0.3432874,1.0,0.51329875
0047.wav,6,maj/5,0.20925102,0.25329524,0.47462016,0.7266423,0.48923415,0.65796053,0.4091509,0.7999456,0.39569134,0.46382234,1.0,0.38399348
0048.wav,7,maj,0.43019584,0.3321849,0.3336698,0.76580423,1.0,0.48021048,0.46780965,0.42949072,0.7762093,0.28382826,0.25205413,0.6846714
0049.wav,7,maj/3,0.4067964,0.22765133,0.25971535,0.35958484,0.47197342,0.21221346,0.31343812,0.3151528,0.99727505,0.53392816,0.49570042,1.0
0050.wav,7,maj/5,0.45332476,0.3492538,0.41747043,0.74109644,0.5951437,0.41535777,0.4688705,0.36329195,0.48394606,0.28737924,0.43913323,1.0
0051.wav,8,maj,0.8965517,0.44867688,0.27862564,0.3674458,0.602209,1.0,0.31664446,0.5209266,0.5052967,0.8233244,0.42635068,0.4152888
0052.wav,8,maj/3,0.9805135,0.3861616,0.24702172,0.2793769,0.53244615,0.8483227,0.44423404,0.614626,0.4313265,1.0,0.4146882,0.34765923
0053.wav,8,maj/5,1.0,0.29493162,0.2107324,0.2376326,0.2704993,0.41198286,0.26683143,0.41666195,0.32626647,0.4057605,0.31248564,0.3582967
0054.wav,9,maj,0.4680694,1.0,0.45273504,0.32087183,0.67466515,0.81221086,0.7915997,0.56899416,0.6544323,0.45055047,0.65579504,0.4374258
0055.wav,9,maj/3,0.3193772,1.0,0.3448323,0.17097367,0.20266673,0.4151614,0.6159716,0.31691962,0.46493307,0.33554906,0.79695046,0.34660116
0056.wav,9,maj/5,0.35269326,1.0,0.4770158,0.3515118,0.38368323,0.6066871,0.8754944,0.6826918,0.77796775,0.417605,0.423718,0.30831397
0057.wav,10,maj,0.43236703,0.49973187,0.876492,0.32758036,0.35680202,0.3655912,0.68202436,1.0,0.4218201,0.41095838,0.39356822,0.71176594
0058.wav,10,maj/3,0.25773212,0.33618432,1.0,0.401078,0.2522238,0.27780327,0.4082126,0.5725191,0.29677492,0.26583523,0.28052348,0.64975566
0059.wav,10,maj/5,0.41472718,0.52188224,1.0,0.3508382,0.2856974,0.28124905,0.4374235,0.517273,0.4684518,0.96906465,0.54728895,0.571775
0060.wav,11,maj,1.0,0.35252568,0.48509464,0.9801456,0.41759133,0.418865,0.5821437,0.85331964,0.9994917,0.5029911,0.7025455,0.8117449
0061.wav,11,maj/3,1.0,0.4252444,0.3381247,0.9695417,0.51787573,0.32871222,0.3713589,0.64609146,0.87367606,0.5588044,0.65849304,0.5235732
0062.wav,11,maj/5,0.23809409,0.22052175,0.34133217,1.0,0.33169922,0.26304573,0.36050186,0.732033,0.7470219,0.25241068,0.22730601,0.20936216
0063.wav,0,maj,0.5044553,0.8474255,0.39595753,0.3654643,0.7190117,0.3562771,0.497036,0.59754825,0.85137415,1.0,0.6754267,0.5280429
0064.wav,0,maj/3,0.49767733,0.763944,0.34062108,0.45385692,1.0,0.3787694,0.26740146,0.47524518,0.6161581,0.43210968,0.3345816,0.5971683
0065.wav,0,maj/5,0.5311844,0.61913383,0.34456497,0.3235378,1.0,0.40020958,0.23783521,0.36316997,0.5902549,0.69007295,0.4969015,0.584246
0066.wav,1,maj,0.39544895,0.35370415,0.5424146,0.43511376,0.6903943,1.0,0.41716546,0.28575146,0.33165738,0.39391676,0.73709655,0.41588613
0067.wav,1,maj/3,0.42682666,0.4781641,0.61764044,0.23354806,0.44385657,1.0,0.44225928,0.3304568,0.31821305,0.46579778,0.5074675,0.29906315
0068.wav,1,maj/5,0.5675694,0.5174379,0.98813653,0.47560996,0.3920959,1.0,0.46287274,0.2934596,0.3162413,0.36036322,0.6165361,0.4418946
0069.wav,2,maj,0.7540659,0.78503835,0.49470124,0.5441354,0.2885668,0.30361447,0.5320346,0.3756749,0.3987264,0.56335443,0.71224797,1.0
0070.wav,2,maj/3,0.34932414,0.5182872,0.5627106,0.77073103,0.39695945,0.52046573,1.0,0.4220672,0.26136777,0.33935663,0.5980504,0.5745617
0071.wav,2,maj/5,0.5529226,0.4618904,0.36644185,1.0,0.5572797,0.54114187,0.99092036,0.41742888,0.31812674,0.43103904,0.6695035,0.7579358
0072.wav,3,min,0.43092376,0.2524524,0.5001753,0.6188167,0.24646217,0.17835201,0.2836816,1.0,0.48831517,0.29885253,0.44661477,0.26871017
0073.wav,3,min/3,0.8365155,0.45304406,0.47213566,0.8075169,0.3973332,0.25114906,0.32231203,1.0,0.48101377,0.23458053,0.5328457,0.28293085
0074.wav,3,min/5,0.85225815,0.3784366,0.597372,0.6248893,0.22913042,0.17224936,0.3597997,1.0,0.37070107,0.22864948,0.37796345,0.4141122
0075.wav,4,min,0.44741392,0.5473352,0.39553818,0.48359412,0.8498404,0.38010457,0.27934477,0.39669117,1.0,0.5552054,0.27989146,0.6178104
0076.wav,4,min/3,0.4797953,0.7382057,0.48761013,0.5508073,0.986442,0.43906754,0.20191804,0.25096837,1.0,0.5371032,0.2643827,0.6177516
0077.wav,4,min/5,0.3213017,0.6293383,0.28904068,0.3711225,0.5768454,0.35991925,0.22900462,0.32847452,1.0,0.4161357,0.29323405,0.36199278
0078.wav,5,min,0.45920643,0.2496828,0.37889725,0.34057295,0.5507721,0.765349,0.28613737,0.19318,0.24188545,1.0,0.4721113,0.32314146
0079.wav,5,min/3,0.5522017,0.39871076,0.71385723,0.38661072,0.4406599,0.9647053,0.41173577,0.18848555,0.27420563,1.0,0.44532496,0.27425152
0080.wav,5,min/5,0.47861952,0.40774366,0.78851694,0.44638172,0.48597577,0.6677474,0.3132855,0.24295186,0.35558408,1.0,0.4392632,0.26160178
0081.wav,6,min,0.1754658,0.4391213,0.39785597,0.6619606,0.40183964,0.6428202,0.80431926,0.30410627,0.26233527,0.5135232,1.0,0.2531678
0082.wav,6,min/3,0.19739127,0.37134594,0.30461913,0.6926342,0.3962423,0.6952758,1.0,0.23371272,0.10147972,0.21763137,0.77688843,0.27395296
0083.wav,6,min/5,0.31159666,0.33175254,0.27058652,0.6309859,0.38782904,0.3822899,0.59218955,0.27604073,0.1721799,0.23903687,1.0,0.5210122
0084.wav,7,min,0.29571563,0.15756339,0.41603884,0.388102,0.8148784,0.43570405,0.5609505,0.7990845,0.31893924,0.2664988,0.4640282,1.0
0085.wav,7,min/3,0.38679263,0.21780172,0.49423888,0.34708965,0.6444898,0.335682,0.60878474,0.83005923,0.28263342,0.17790918,0.3363731,1.0
0086.wav,7,min/5,0.41732886,0.18641557,0.32344744,0.30623293,0.9262832,0.5660169,0.556233,0.8388349,0.47504014,0.27076614,0.3075165,1.0
0087.wav,8,min,0.97145665,0.4816288,0.30332366,0.41088936,0.43568707,0.9738347,0.48408318,0.76674503,1.0,0.43369284,0.37225556,0.48750538
0088.wav,8,min/3,1.0,0.41155913,0.2473878,0.47636193,0.3165389,0.72469425,0.45563006,0.60448784,0.915509,0.28814504,0.16732524,0.27087188
0089.wav,8,min/5,1.0,0.44652492,0.27713814,0.30529383,0.33193773,0.67207164,0.30475855,0.37625152,0.6571201,0.29043117,0.19986328,0.29349545
0090.wav,9,min,0.39456016,1.0,0.4819924,0.2994145,0.45058078,0.4088481,0.8377783,0.5269294,0.5808114,0.8507466,0.42093998,0.3019925
0091.wav,9,min/3,0.27271208,0.7596995,0.4136704,0.32827732,0.5811742,0.3752282,0.79783535,0.47104076,0.69269395,1.0,0.36876455,0.20167394
0092.wav,9,min/5,0.3167689,1.0,0.4195155,0.2620744,0.4074563,0.38602725,0.8905337,0.46930975,0.4520552,0.6642298,0.3242357,0.18764488
0093.wav,10,min,0.09605089,0.20323402,1.0,0.5831632,0.37344652,0.38589156,0.31443745,0.9005743,0.637796,0.5497735,0.79337436,0.2891431
0094.wav,10,min/3,0.22475465,0.41467267,1.0,0.40341496,0.3265845,0.3822142,0.33992183,0.6727057,0.37669185,0.4443238,0.63853115,0.26743782
0095.wav,10,min/5,0.20071487,0.3857719,1.0,0.35738802,0.31993127,0.37894985,0.40801594,0.67745566,0.339605,0.48604187,0.63544965,0.26112455
0096.wav,11,min,0.43687558,0.23235314,0.30843654,0.9458539,0.6047834,0.37378412,0.5440679,0.4353218,1.0,0.39114285,0.28987446,0.8448624
0097.wav,11,min/3,0.41305286,0.31394574,0.4901787,1.0,0.44323087,0.44066927,0.73001325,0.61542606,0.78910863,0.27053624,0.46532416,0.98040885
0098.wav,11,min/5,0.26363558,0.18058525,0.26945388,1.0,0.52455395,0.27671337,0.2717794,0.22627945,0.6416851,0.38214457,0.37939605,0.53581357
0099.wav,0,min,0.90588415,0.42986602,0.28965658,0.3690447,1.0,0.5601153,0.39389405,0.51945287,0.49989697,0.91972303,0.7256367,0.7157296
0100.wav,0,min/3,1.0,0.3182237,0.24664904,0.43416098,0.97795165,0.39904645,0.31249073,0.49632803,0.43531087,0.6083288,0.3707712,0.52875423
0101.wav,0,min/5,0.5925348,0.25433898,0.1900274,0.3313371,1.0,0.39070332,0.22370432,0.41575637,0.30951428,0.55217874,0.2665939,0.37291378
0102.wav,1,min,0.34126797,0.92428124,0.3940064,0.17618924,0.20823899,0.9857855,0.561441,0.3076438,0.45328838,0.43354842,1.0,0.4032945
0103.wav,1,min/3,0.6528631,1.0,0.24455617,0.14046521,0.31869906,0.8900542,0.35339537,0.27865198,0.46188065,0.37272784,0.5974737,0.41616416
0104.wav,1,min/5,0.4966323,0.615116,0.27673608,0.23169817,0.45299226,1.0,0.4249088,0.37403184,0.6519569,0.41461238,0.5938062,0.3082799
0105.wav,2,min,0.59685487,0.5738192,0.89216924,0.26489177,0.1615737,0.3204272,0.96255964,0.36620694,0.21651934,0.41338107,0.332234,1.0
0106.wav,2,min/3,0.29072824,0.36607394,0.7592892,0.43393904,0.2822888,0.36513487,1.0,0.42918834,0.16844973,0.20547107,0.14427255,0.45941556
0107.wav,2,min/5,0.3230701,0.4083462,0.54713076,0.32579726,0.33193377,0.5106913,1.0,0.3421178,0.21409935,0.30044925,0.30777818,0.5192835
0108.wav,3,min,0.9672058,0.48050147,0.693358,0.8931292,0.41373947,0.25111175,0.34502247,1.0,0.47134987,0.2589585,0.4605331,0.48102874
0109.wav,3,min/3,0.92791224,0.481019,0.45910737,0.8917507,0.40177846,0.13557486,0.2598767,1.0,0.42201367,0.21127473,0.4140287,0.4090956
0110.wav,3,min/5,0.93168205,0.48018715,0.49350467,0.4656257,0.336436,0.3248323,0.4604492,1.0,0.3127707,0.22607861,0.40649086,0.4150742
0111.wav,4,min,0.29729295,0.7063758,0.33902746,0.58249646,0.884732,0.44761822,0.36584514,0.62426674,1.0,0.27563342,0.26763755,0.28355655
0112.wav,4,min/3,0.26453453,0.46791866,0.34025654,0.44655004,1.0,0.39973596,0.21341193,0.32643336,0.9802547,0.46921837,0.2514773,0.24112736
0113.wav,4,min/5,0.40539375,0.666207,0.35758263,0.5306957,0.6027437,0.338733,0.34036353,0.45850113,1.0,0.30244353,0.30720958,0.5759743
0114.wav,5,min,0.48887327,0.47070298,0.60038906,0.42065158,1.0,0.8196384,0.34483236,0.31484783,0.3291317,0.6692757,0.4830723,0.49088067
0115.wav,5,min/3,0.46959463,0.30829683,0.68343496,0.48340625,0.729967,0.9209613,0.3370941,0.24519722,0.3737685,1.0,0.43129268,0.34106684
0116.wav,5,min/5,0.32485676,0.25753555,0.5750619,0.3587493,0.58686364,0.73398095,0.26943657,0.22092341,0.29574797,1.0,0.45326442,0.28875774
0117.wav,6,min,0.43241376,0.51621574,0.5463109,0.8605796,0.42704943,0.79790777,1.0,0.39041507,0.23912735,0.2299816,0.727216,0.49770588
0118.wav,6,min/3,0.40133792,0.64767665,0.41191068,0.7231777,0.47199255,0.5462978,1.0,0.4092554,0.24805927,0.30169898,0.8265772,0.47211573
0119.wav,6,min/5,0.41339037,0.4999198,0.34491295,0.58911,0.39047647,0.41957244,0.33514872,0.24866536,0.16002622,0.2630865,1.0,0.59150857
0120.wav,7,min,0.35406217,0.21733814,0.30359042,0.29365495,0.79182327,0.4985603,0.7726193,1.0,0.43944976,0.29188147,0.33965752,0.742039
0121.wav,7,min/3,0.5094977,0.30203238,0.39127865,0.41109416,0.80875635,0.4619456,0.7196029,1.0,0.3557328,0.21444815,0.29583296,0.8948671
0122.wav,7,min/5,0.52856016,0.4000852,0.5046052,0.4240139,0.95264745,0.5736379,0.7279555,0.6955603,0.3514114,0.22496119,0.2838669,1.0
0123.wav,8,min,1.0,0.33069396,0.2368324,0.46701023,0.41409186,0.8026704,0.46514836,0.4631664,0.7064461,0.26041383,0.25084665,0.40382883
0124.wav,8,min/3,1.0,0.3582958,0.2782897,0.37876096,0.34794194,0.39014152,0.3935215,0.8494997,0.66546154,0.23138401,0.18155667,0.4178395
0125.wav,8,min/5,1.0,0.38531613,0.23884483,0.2584327,0.30089265,0.4601509,0.30496562,0.4657933,0.42356163,0.19888406,0.15973179,0.30661044
0126.wav,9,min,0.44207603,0.8856556,0.44904578,0.39413062,0.79203176,0.632103,1.0,0.5641622,0.7494513,0.97741634,0.365748,0.2834299
0127.wav,9,min/3,0.41957402,0.8961626,0.3954402,0.331121,0.6124249,0.47817323,0.78035396,0.6404497,0.7907943,1.0,0.28216624,0.25099367
0128.wav,9,min/5,0.28495112,1.0,0.37441415,0.23698841,0.3392976,0.20781063,0.5279209,0.38265964,0.35133725,0.35853383,0.19499257,0.14038
0129.wav,10,min,0.46828577,0.5798018,0.71228397,0.18307225,0.30033284,0.35024315,0.34276542,1.0,0.5530575,0.6534037,0.7910396,0.49349263
0130.wav,10,min/3,0.26945648,0.46926624,1.0,0.4170184,0.44546548,0.74165463,0.39059782,0.47951862,0.40913367,0.5946297,0.81737834,0.2800691
0131.wav,10,min/5,0.25732908,0.43248254,1.0,0.36277515,0.4388178,0.5858445,0.38843176,0.8122612,0.42944586,0.6450791,0.50083905,0.28551933
0132.wav,11,min,0.26928514,0.2261995,0.24124362,0.76638216,0.38967678,0.31766692,0.6021903,0.3719776,1.0,0.49474448,0.34362835,0.55000764
0133.wav,11,min/3,0.36837462,0.32306537,0.46129158,1.0,0.496363,0.34063014,0.38730568,0.3035891,0.49560228,0.49407142,0.7472911,0.90934366
0134.wav,11,min/5,0.47526032,0.33024007,0.5146338,0.9110327,0.37039855,0.38711426,0.73686516,0.72195745,0.85801077,0.43557793,0.8417102,1.0
0135.wav,0,min,1.0,0.51965743,0.3418332,0.43238792,0.9062351,0.34286124,0.24553709,0.6702757,0.50278795,0.8758693,0.5219445,0.6328852
0136.wav,0,min/3,1.0,0.40870816,0.21913761,0.33048528,0.9196772,0.38985652,0.41856274,0.7615809,0.37345442,0.4148185,0.27723223,0.58348066
0137.wav,0,min/5,0.49939656,0.27326408,0.23192866,0.4328355,1.0,0.42060888,0.32120857,0.50870913,0.41790587,0.56928694,0.3765102,0.4983857
0138.wav,1,min,0.6772614,1.0,0.41125625,0.21249342,0.28371075,0.8544409,0.47575974,0.39609438,0.4519265,0.35835746,0.8053205,0.51874846
0139.wav,1,min/3,0.8098303,1.0,0.39041826,0.27697292,0.40426594,0.7787721,0.315079,0.26829353,0.4359978,0.38733584,0.33418366,0.40535894
0140.wav,1,min/5,0.73851395,0.74691296,0.38678557,0.2774286,0.44040442,1.0,0.2765778,0.39688045,0.49882606,0.28955454,0.51328576,0.41013378
0141.wav,2,min,0.6047143,0.7891963,1.0,0.48020375,0.7166415,0.9069482,0.996297,0.528892,0.5706847,0.709973,0.5104455,0.86149406
0142.wav,2,min/3,0.35767007,0.60236347,1.0,0.33486333,0.2529098,0.3933455,0.9689854,0.40230426,0.20657504,0.24715154,0.28062612,0.31802002
0143.wav,2,min/5,0.54310673,1.0,0.8224471,0.57295024,0.40173376,0.38301173,0.82452816,0.46241656,0.357685,0.37319046,0.5008025,0.89376926
0144.wav,3,maj7,0.53820926,0.29544818,0.44823915,0.42119738,0.6628058,0.31159618,0.5560826,0.8974588,0.38280177,0.2752895,0.3781946,1.0
0145.wav,3,maj7/3,0.81268716,0.28997573,0.3574802,0.35580802,0.75021744,0.32525155,0.32156715,0.8262037,0.47760126,0.3360947,0.4326933,1.0
0146.wav,3,maj7/5,0.84936696,0.44374046,0.60489374,0.384075,0.8164146,0.37394983,0.46831676,1.0,0.4440389,0.2927389,0.41397148,0.92494214
0147.wav,3,maj7/7,0.9697865,0.26180086,0.3924195,0.40663573,0.7306918,0.32602018,0.66913325,0.9216141,0.31590572,0.19413525,0.26823184,1.0
0148.wav,4,maj7,1.0,0.6022337,0.3473478,0.37431923,0.36906987,0.79046583,0.42375472,0.5781942,0.9806938,0.34135416,0.18341418,0.2783273
0149.wav,4,maj7/3,1.0,0.7601961,0.33500865,0.30623713,0.2975746,0.7994664,0.39869046,0.5112212,0.93982273,0.28150782,0.22209446,0.39806414
0150.wav,4,maj7/5,0.9515841,0.7808611,0.246177,0.39352795,0.29115263,0.57118607,0.35320956,0.48287246,1.0,0.3990822,0.25224972,0.33885184
0151.wav,4,maj7/7,0.98622584,0.74817264,0.46175557,0.49414006,0.4142621,0.82540345,0.37953895,0.5129883,1.0,0.46958444,0.33575895,0.5171255
0152.wav,5,maj7,0.29222897,0.7353925,0.5591711,0.35331458,0.39082512,0.4104618,0.75628686,0.4373662,0.61506164,1.0,0.26754034,0.19397372
0153.wav,5,maj7/3,0.28045273,0.9880999,1.0,0.38131514,0.37175095,0.3433675,0.97476566,0.5299586,0.43195212,0.9580752,0.41763276,0.21336772
0154.wav,5,maj7/5,0.5646283,0.98993325,0.7498275,0.31684756,0.58081317,0.50552744,0.75653327,0.45535037,0.5636792,1.0,0.42549682,0.38324353
0155.wav,5,maj7/7,0.3732107,1.0,0.73616105,0.33629,0.4695051,0.404505,0.79426557,0.4091682,0.53193575,0.71855766,0.3383939,0.2312033
0156.wav,6,maj7,0.23794691,0.36303124,0.978815,0.7960744,0.3265248,0.41245273,0.3368988,0.74257714,0.3231578,0.3705674,1.0,0.4929255
0157.wav,6,maj7/3,0.2222846,0.3749844,1.0,0.71841687,0.39793575,0.51000726,0.40274763,0.72331214,0.32051563,0.47697988,0.8942865,0.30792415
0158.wav,6,maj7/5,0.28324088,0.42316222,0.949941,0.76532,0.48368633,0.47265318,0.37673292,0.682806,0.36470842,0.42040667,1.0,0.48413628
0159.wav,6,maj7/7,0.19944023,0.2918716,1.0,0.9406498,0.3667374,0.31497726,0.30791828,0.7442443,0.37421498,0.5366089,0.7601889,0.306378
0160.wav,7,maj7,0.38641608,0.27667838,0.375491,0.8949121,0.8386019,0.6258677,0.6520363,0.65778756,1.0,0.4475709,0.7431245,0.9884
0161.wav,7,maj7/3,0.31067586,0.25322473,0.42539617,1.0,0.7965052,0.28986424,0.34939796,0.3886548,0.831526,0.3462116,0.48953998,0.9233945
0162.wav,7,maj7/5,0.51913667,0.20067763,0.18929842,0.9493435,0.93587613,0.5338496,0.51052696,0.4228916,0.83437395,0.45986387,0.29873475,1.0
0163.wav,7,maj7/7,0.25320897,0.22407393,0.34023416,1.0,0.880147,0.31432554,0.26422924,0.19789578,0.6145538,0.35779443,0.35686114,0.5111045
0164.wav,8,maj7,1.0,0.31045273,0.24186926,0.40809265,0.97636163,0.9077643,0.50840247,0.6561344,0.57087713,0.81721795,0.36897257,0.80210125
0165.wav,8,maj7/3,0.98032075,0.3659188,0.26268646,0.37772465,1.0,0.60780483,0.24253148,0.30348396,0.34510142,0.84999025,0.45156145,0.62505716
0166.wav,8,maj7/5,0.99622524,0.5602221,0.28556773,0.36318552,1.0,0.8677912,0.44505823,0.46781966,0.37611446,0.6310914,0.27111623,0.25640538
0167.wav,8,maj7/7,0.69643754,0.29334506,0.21855527,0.37549543,1.0,0.84724104,0.339308,0.39041728,0.3301847,0.560671,0.25992838,0.47077546
0168.wav,9,maj7,0.67406076,1.0,0.20127475,0.14696185,0.2813979,0.95052254,0.9306988,0.40585005,0.389156,0.34431633,0.5706858,0.3946856
0169.wav,9,maj7/3,0.46037278,0.9734914,0.49481317,0.32384506,0.40933073,1.0,0.8291445,0.40352055,0.50024664,0.36697918,0.8687402,0.45690757
