file_name,root_note,chord_type,encoded_0,encoded_1,encoded_2,encoded_3,encoded_4,encoded_5,encoded_6,encoded_7,encoded_8,encoded_9,encoded_10,encoded_11
0016.wav,F,maj/3,0.32173154,-1.168925,0.17952725,-0.11796442,-1.2504305,1.1675022,0.21081115,0.06650005,1.0059206,0.11680207,0.5181983,0.17442569
0017.wav,F,maj/5,0.27880588,-0.87926054,0.5078952,0.12741372,-1.3239499,1.2158633,0.61668396,0.048779503,0.6876873,0.25844514,0.5128234,-0.21544862
0018.wav,F#,maj,0.15680772,-1.2107916,0.17844434,-0.2809987,0.4082707,0.17027758,-0.49374712,-0.28010422,0.5002154,-0.07960576,0.7057765,0.4974271
0019.wav,F#,maj/3,0.0011544228,-1.1447935,0.16671161,-0.3427773,1.1071526,-0.05788444,-0.23484807,0.360861,0.24779983,0.16037786,0.40665153,0.45929533
0020.wav,F#,maj/5,1.5062712,-1.4289416,0.56290865,-0.5922028,1.8937923,0.050815538,-0.10044162,0.90882283,1.842502,-1.1345361,-0.08068578,0.16520607
0021.wav,G,maj,0.27207893,1.2090399,0.1745679,-0.22337413,0.10879096,0.6696778,-0.40573257,0.2495567,-0.7323295,0.27692872,0.5439486,-1.1364503
0022.wav,G,maj/3,0.7582767,2.0040536,1.075114,-0.32241756,-0.38620517,0.16592504,-0.33274508,0.6178773,-0.7963394,0.10782483,0.3411802,-1.1183891
0023.wav,G,maj/5,0.22687063,1.0777714,0.070957616,-0.44370514,1.1326202,1.0709195,-0.65920395,0.36246598,0.07788557,-0.5319449,0.12792888,-0.5426995
0024.wav,G#,maj,-0.3561132,0.47430575,-1.2020462,-0.6982596,-0.2022233,1.2871703,-0.046531186,-0.21645246,-0.04084812,1.2815757,-0.4678075,0.7003594
0025.wav,G#,maj/3,0.038768396,0.4065568,-1.0911348,-1.6916909,0.38160804,1.653355,0.089623466,-0.61194825,0.67676497,0.5775013,-1.1628615,1.2323903
0026.wav,G#,maj/5,0.31964043,0.58507955,-1.1240754,-1.6458262,0.5790515,0.7408802,0.3052016,-0.2909543,1.145442,-0.1156622,-1.2291379,0.7612835
0027.wav,A,maj,-0.9763247,-0.46376288,0.75034326,0.43931383,0.28139865,-0.56385106,0.41040596,0.5935221,1.4097306,-0.92348284,-1.1401378,-0.13305515
0028.wav,A,maj/3,-0.64907277,-0.5591442,1.3324938,0.48969245,0.3376472,-0.761161,0.39084518,0.56524646,1.338082,-0.9967678,-1.4118454,0.04076416
0029.wav,A,maj/5,-0.949635,-0.6565244,0.9998825,0.49850732,0.28015992,-0.64581424,0.40972197,0.5650862,1.6440264,-0.8560006,-1.2335413,-0.15835524
0030.wav,A#,maj,-0.9471369,0.2875722,0.39769375,-0.14940508,-1.2005192,0.4092695,-0.28147084,0.6421677,-0.8905513,0.09064387,0.47051015,0.4697808
0031.wav,A#,maj/3,0.8546952,-1.7116449,0.9399345,-0.9151739,-0.5584655,-1.0298457,0.14161913,0.4797246,0.71064794,-2.0085738,-0.91835725,1.7305317
0032.wav,A#,maj/5,0.6447129,-2.314452,3.1788077,-1.9225032,-0.043155514,-2.9014733,1.9348233,-0.32800752,0.18116781,-3.525216,-2.5190628,2.9826772
0033.wav,B,maj,-0.415729,0.6420698,-0.70118415,-0.44962826,-0.5000936,-0.6822511,-0.20963895,-0.3557889,-0.451466,0.9176186,0.74169266,0.06425495
0034.wav,B,maj/3,0.32329527,0.21875457,-0.78419626,-0.8430606,-0.12740177,0.57278603,0.3011918,0.28589854,0.15022042,-0.28624535,1.4889143,-1.0605559
0035.wav,B,maj/5,0.4996905,0.08470459,-0.3627512,-1.2007046,-0.27102315,0.26023614,0.82795376,-0.04021658,0.5483421,-0.2718007,1.6869943,-0.9355567
0036.wav,C,maj,0.62656415,-0.042831123,0.84390736,-1.0856857,0.34783655,1.1900668,1.3461027,-1.1240402,0.7889013,0.17693266,-0.6154767,-0.63004744
0037.wav,C,maj/3,0.12353793,0.57052857,0.9615178,-0.45598578,-0.01753179,0.8469967,0.8561945,-0.607829,0.17647178,-0.25202245,-0.16545251,-1.3315872
0038.wav,C,maj/5,0.41046914,0.17355235,0.17556979,-1.1777333,0.84463435,1.7723124,0.9912743,-1.1420405,0.69071925,0.10781935,-0.55247,-0.6844315
0039.wav,C#,maj,1.242333,-1.7668924,-0.40118778,0.13945311,0.4429166,0.3698907,0.16457023,0.9414859,0.63176644,0.41612643,0.116835624,0.44962892
0040.wav,C#,maj/3,0.10904637,-0.40744144,-0.35486758,0.6943988,0.41919854,0.28508466,0.1977304,0.03879398,0.02574829,0.24983218,-0.46403095,0.7292828
0041.wav,C#,maj/5,1.0675067,-1.2853937,-0.46316528,0.5136908,0.6558966,0.45540726,0.47342622,0.72001123,0.4034039,-0.017142251,-0.2699462,0.25312078
0042.wav,D,maj,-0.18890288,0.08952688,-0.8224449,-0.9529363,0.76372993,0.35034192,-0.920349,0.45365697,1.0959905,-0.45031208,-0.022015361,-0.15162987
0043.wav,D,maj/3,-0.17541067,-0.4434154,-0.83287185,-0.873448,0.15107772,0.3110788,-0.92193556,0.24861233,0.7752497,-0.048425183,0.31511375,-0.45904475
0044.wav,D,maj/5,-0.9184158,-0.23533413,0.03052412,-0.010966927,-0.53466874,-0.32237,-0.27791727,0.5126226,0.76985407,-0.55076075,-0.40456948,-0.238769
0045.wav,D#,maj,-1.5544616,0.69176555,0.40567392,-0.08679719,-0.60682076,0.075896785,0.19171952,0.004932165,-0.93209624,0.20534144,0.8109134,0.63337314
0046.wav,D#,maj/3,-1.371137,0.30629897,0.30157155,-0.7059927,-1.1494688,0.0118805915,0.61212426,-0.1396044,-1.1259934,-0.1328908,0.274236,1.0246896
0047.wav,D#,maj/5,-0.9631429,-0.89706576,0.030255899,-1.8362182,-1.0863054,-1.0725446,0.82236195,-0.4482776,-0.23839661,-0.8066284,-0.5976028,2.2559285
0048.wav,E,maj,-0.038591653,0.5956675,1.2103237,-0.4331591,-1.5613803,-1.586728,0.88547,-0.27212518,0.15805683,0.33357084,-0.8796403,-0.76786757
0049.wav,E,maj/3,1.2422475,0.4355408,0.5315147,-0.6599314,-0.2747004,-1.2744282,1.1410713,1.2931277,0.8908355,-0.12367551,-0.3119699,-0.752702
0050.wav,E,maj/5,0.39741108,0.5824107,1.2611226,-0.22127423,-0.68183917,-1.2839823,0.40641668,0.26423115,-0.20989221,0.19584043,0.26224607,-1.0919755
0051.wav,F,maj,0.039719567,-0.7848052,0.39760256,0.2674687,-1.5576837,0.6880546,0.16304128,0.3718183,0.6859064,0.4385876,0.29614058,0.039995648
0052.wav,F,maj/3,-0.093344264,-0.9173032,0.14573298,0.016748533,-1.4884206,0.999618,0.1135142,0.08389262,0.94653785,0.5865146,0.46820146,-0.068234794
0053.wav,F,maj/5,1.3203877,-0.64381474,0.19303678,-1.3890357,0.28942418,1.766088,0.8476542,-0.020016208,1.3073962,-0.1929199,-0.009987434,0.2663317
0054.wav,F#,maj,-0.7711004,-0.8981551,0.039305747,0.4269426,-0.16995272,0.24219765,-0.17221035,-0.053705886,-0.8102002,0.39568746,0.14692692,0.20830303
0055.wav,F#,maj/3,1.1637524,-1.417207,0.82463694,-0.6843693,1.9959487,-0.4426208,0.29359883,1.305309,1.748543,-0.75266653,-0.084460005,0.50042564
0056.wav,F#,maj/5,0.43014196,-0.7474001,-0.6713956,0.28402573,1.166977,1.0265357,-0.3047357,0.07110953,0.06028671,-0.015292138,0.28291333,-0.5036798
0057.wav,G,maj,0.04492539,1.0681832,0.13486274,-0.26209238,0.2380555,0.99723893,-0.28666264,-0.04660712,-0.4880534,0.10984814,0.35914192,-1.0235693
0058.wav,G,maj/3,0.39995655,1.1640584,0.67887104,-0.0018342435,0.9100698,0.89709944,-0.38685644,0.3077191,-0.05255559,-0.5336742,0.4871862,-0.6377337
0059.wav,G,maj/5,-0.23432595,0.35238183,-0.32167417,-0.2999339,-0.037312455,0.4210946,-0.6819961,1.2768705,0.2253004,0.2946328,0.108159035,-0.116716854
0060.wav,G#,maj,-0.69409263,0.41346174,-1.1134708,-0.0856725,-0.89561176,1.0791489,-0.048806332,-0.26690215,-0.73573446,1.6789948,0.25743327,0.59074056
0061.wav,G#,maj/3,-0.6462991,0.059548095,-1.0576146,-0.4446004,-0.8590599,1.2642148,-0.078432485,-0.4904747,-0.20594311,1.6792129,-0.15437368,1.2083439
0062.wav,G#,maj/5,-0.23446313,1.0857341,-1.6780405,-1.278688,0.44981965,0.7166227,0.010337276,0.21263057,0.50773835,-0.35835636,-0.9525921,0.5105385
0063.wav,A,maj,-0.8870759,-0.82223547,0.39420426,0.36414808,-0.56229645,-0.12624012,-0.081443146,0.7208774,0.47606674,1.036542,-0.44382605,0.11383359
0064.wav,A,maj/3,-0.16713749,-0.056726053,1.8509636,0.18849498,0.32955265,-1.0003849,0.7183799,0.15632242,0.8130007,-0.23950158,-1.3546381,-0.2749691
0065.wav,A,maj/5,-0.15271762,-0.42606938,1.5533601,-0.008534193,-0.31888443,-0.9184336,0.6519247,0.52519375,1.0877604,-0.2196155,-1.3809125,-0.050011583
0066.wav,A#,maj,0.53989875,-1.8830914,1.1561505,-1.0900841,-0.82809883,-1.805827,0.8277662,-0.15470405,0.56443024,-2.3724716,-1.5103966,2.150451
0067.wav,A#,maj/3,0.6678194,-1.2170862,0.6190908,-0.14489092,-0.26910004,0.20961687,0.026129669,0.70354,0.31455487,-1.5570842,-0.197118,0.6612896
0068.wav,A#,maj/5,0.24371353,-0.34812418,0.5907127,-0.5050762,-0.44825011,0.0096423775,-0.07088053,0.5090611,0.16287157,-0.8172581,0.28071067,1.0598956
0069.wav,B,maj,0.2645756,-0.1519486,0.13954738,-0.36673608,0.24718252,-0.08191164,-0.5666224,0.6437793,0.37023145,1.0756936,0.4379994,0.52751076
0070.wav,B,maj/3,-0.46390188,-0.11271249,-0.79310876,-0.5711758,-0.09143221,-0.012548998,-0.49025702,-0.11997114,8.839369e-05,0.122681394,1.0666244,0.09821128
0071.wav,B,maj/5,-0.47816852,-0.0990881,-0.8990462,-0.5909598,-0.3000825,-0.28962493,-0.43663663,-0.31149638,-0.18032455,0.6692446,1.20013,0.30322173
0072.wav,C,min,-0.8139682,0.9339986,-0.83350587,-1.1077654,0.41445217,2.0378091,0.026352419,-0.1703101,-0.0073551238,-0.08766137,-0.4272769,-0.22238636
0073.wav,C,min/3,-0.29701126,0.24993794,-1.032431,-1.3443401,-0.012383908,2.1660812,0.27311277,-1.091578,0.089622915,0.6694374,-0.7623028,1.0739082
0074.wav,C,min/5,-0.09027597,0.18957339,-0.15800975,-1.886707,0.37101138,2.1990097,0.8062289,-1.2045047,0.812487,0.15856886,-0.3237244,-0.10149627
0075.wav,C#,min,0.3626655,-0.17851816,0.7073165,-0.28024098,0.11632354,-0.76375777,0.8625521,0.35777402,0.5375823,-0.0008494854,-0.7517264,-0.26456857
0076.wav,C#,min/3,0.0021154732,-0.20985134,1.3723003,-0.118842185,0.31382218,-1.2464267,0.8241189,0.14127208,0.78877985,-0.13761176,-1.3912216,-0.08835412
0077.wav,C#,min/5,1.3867568,-0.6391586,0.11427505,-0.08350915,2.0898376,-0.2661686,1.1252091,1.21723,1.4933561,-0.83628446,-0.8604824,-0.12761953
0078.wav,D,min,0.29011452,-1.0331606,0.509385,-0.49498743,-0.8554899,-0.22495426,0.13477522,1.1369138,1.1536317,-1.2385708,-0.27840707,0.45322913
0079.wav,D,min/3,0.48566756,-0.7954925,0.23286612,-0.52291024,-1.0076947,0.010893509,-0.2319158,1.4528377,0.7072754,-1.1524713,0.22048254,0.42758256
0080.wav,D,min/5,0.07469109,-0.21319284,0.034901395,-0.6785769,-0.35627943,0.050381556,-0.32684818,1.5348661,1.0555265,-0.96550244,-0.08940819,0.43349758
0081.wav,D#,min,-0.3950382,-1.8269879,1.0578835,-1.8283083,-0.54358196,-2.3090696,0.66652125,-0.65487194,0.34693217,-1.9423331,-0.673309,2.5901449
0082.wav,D#,min/3,0.38097426,-1.6338539,0.8504558,-1.5379,-0.09025311,-2.306924,1.1174659,-0.15471561,0.574056,-2.7277255,-0.1938909,1.5551133
0083.wav,D#,min/5,-0.14287336,-1.5520142,0.86692846,-1.7467418,-0.22407708,-2.3471725,0.9301012,-0.3908671,0.6951022,-2.0078063,-0.4206341,1.9316025
0084.wav,E,min,0.40239778,0.984321,1.5469776,-0.6082972,-0.865072,-0.4601007,1.0419269,-0.3822329,-0.2984728,-0.068369254,0.4148511,-1.5903804
0085.wav,E,min/3,0.87725055,1.3845844,1.2931955,-0.67682576,-0.5043957,-0.2597201,0.7283591,-0.37726605,-0.26990852,0.045615003,0.4009538,-1.7545666
0086.wav,E,min/5,0.23758775,0.637668,1.9308928,-0.071279585,-1.3759792,-0.39633185,1.3778807,-0.43707752,-0.3638384,0.11798461,0.095689,-2.0499797
0087.wav,F,min,0.06776601,-0.70789915,-0.84835035,0.22567427,-0.87777156,1.9235802,0.36198062,-0.51836157,-0.86731327,1.0527767,0.5534982,0.20757046
0088.wav,F,min/3,0.31012878,-0.41030675,-1.071554,-0.19704327,-0.15693408,2.1866102,0.39584818,-0.6806868,-0.29794857,0.9709278,0.021058807,0.31967393
0089.wav,F,min/5,1.2725674,-0.9468825,-0.08240321,-0.45016313,0.2214489,1.7475187,0.67388,-0.15912546,0.58871555,0.2384567,-0.024744274,0.51704985
0090.wav,F#,min,-0.13837397,-1.1028522,-0.43022466,-0.19520763,0.9119947,0.42979148,-0.92111105,0.26568633,0.97329867,0.43652487,0.080260426,-0.22087684
0091.wav,F#,min/3,-0.5952515,-0.8851017,-0.4395138,-0.16964763,0.49042174,0.22662328,-0.56204915,0.3799625,1.3044726,0.12896691,-0.0029127132,-0.3443862
0092.wav,F#,min/5,0.8121991,-1.7704042,0.11938168,-0.5523079,1.2853053,0.40293622,-0.6029383,0.1922702,1.49068,-0.5373864,-0.10038562,-0.53000027
0093.wav,G,min,-0.31629726,0.8168498,-0.38753694,-1.6516088,0.6904521,1.4637382,0.029871834,0.4882568,-0.4394656,-1.059075,-0.28096855,0.2987426
0094.wav,G,min/3,-0.67505777,1.0741967,0.29798383,-0.707198,0.30671576,0.8649121,-0.39687634,0.6265844,0.24908464,-0.7332454,-0.3094031,0.018102266
0095.wav,G,min/5,-0.83088577,1.0250958,0.2648893,-0.5456952,0.29740638,0.9256086,-0.46829873,0.7339022,0.25927615,-0.7615235,-0.104763,-0.080103986
0096.wav,G#,min,0.018239126,0.32607913,-0.59747195,-0.19363245,-1.2392992,-1.0790027,0.6943662,0.21707182,-0.08897616,0.816379,-0.014474837,-0.23061222
0097.wav,G#,min/3,-0.14384064,0.62393886,-1.0747633,0.030557007,-0.8481524,-0.5099794,-0.04957567,0.09897608,-0.947623,0.90199673,0.82607913,-0.35047126
0098.wav,G#,min/5,-0.22458918,0.5679197,-0.5358102,-0.27415282,-0.5322514,-0.9650515,0.46372896,0.37551492,0.404493,-0.081199184,-0.15930876,0.20194876
0099.wav,A,min,-0.36705804,-0.7081672,1.1515887,0.032732844,-1.2472345,-0.25438225,0.2096483,0.10235563,0.66728234,0.870454,-0.22155266,-0.4822349
0100.wav,A,min/3,0.519207,-0.5467151,1.0650069,-0.58422184,-0.69310397,0.4272596,0.7892952,-0.30986434,1.2134322,0.31245184,-0.60775775,-0.19346452
0101.wav,A,min/5,0.3797345,-0.26217833,1.1094083,-0.29514846,-0.55463827,-0.14329554,0.7155258,0.34514225,1.3344072,-0.9094854,-0.8826795,-0.47239435
0102.wav,A#,min,0.66808987,-2.0137749,0.79800516,-0.55588853,0.054083295,-1.1858013,0.1589403,0.46180838,0.50644577,-1.0636679,-0.30575943,1.6904172
0103.wav,A#,min/3,1.4590838,-2.207427,1.0993371,0.19488543,0.51499116,-0.27977675,0.3982466,0.7566372,0.9750204,-0.7983784,-0.4417203,1.0686489
0104.wav,A#,min/5,0.8908349,-1.8254399,-0.014361724,-0.06648475,-0.27808172,0.08783221,0.32218775,0.632886,0.39372402,-0.50804985,-0.08738579,1.0806724
0105.wav,B,min,0.46374688,0.48658228,-0.1462007,0.016599163,0.57864666,0.47680157,-0.6103329,0.30284768,-0.40309617,0.44605362,1.0783738,-0.95819956
0106.wav,B,min/3,0.43494222,0.6134515,-0.77477884,-0.7277647,0.30257034,0.9924368,-0.30341408,0.1164671,0.15056895,-0.5145751,1.0147852,-1.0534816
0107.wav,B,min/5,0.4862382,-0.09409942,-0.6065131,-0.5508252,-0.18049109,0.8366387,0.15172094,0.38809592,0.21269071,-0.220455,1.5585296,-1.0312355
0108.wav,C,min,-0.40136725,0.39141476,-1.0006434,-1.2769009,-0.1898781,2.0479603,0.107076064,-1.1828041,-0.018347353,0.8177337,-0.51766366,1.3968928
0109.wav,C,min/3,-0.051911503,0.10558464,-0.88627136,-1.6333816,0.32682076,2.1020484,0.32192433,-1.1135931,0.4513362,0.4829126,-0.9777443,1.2816391
0110.wav,C,min/5,0.24348971,-0.12939648,0.09552355,-1.4249969,0.5263621,2.1234236,0.95897233,-1.0077531,0.870466,0.18665612,0.08404266,-0.31600806
0111.wav,C#,min,0.0687449,0.15479161,0.41839135,0.01881814,0.9722258,-0.19414537,1.133302,0.12217094,0.30061835,-0.5697782,-0.79220575,-0.1949166
0112.wav,C#,min/3,0.20992458,-0.1935669,0.4064206,-0.36410463,1.1738032,-0.62648237,1.3060141,0.4125579,1.174744,-0.9848501,-1.1479443,0.0029110312
0113.wav,C#,min/5,0.8224114,-0.010933742,0.019108102,0.013051748,1.1485649,-0.22489472,0.9545497,0.57116526,0.58464,-0.013499796,-0.41296884,-0.37500417
0114.wav,D,min,-0.21495299,-0.050645605,1.2777845,0.14417401,-1.2424685,-0.3973137,-0.0634771,0.42586356,0.27989757,-0.7252939,-0.7287909,-0.11223214
0115.wav,D,min/3,-0.040133238,-0.35016313,0.24365553,-0.42105898,-1.2006944,0.0046575963,-0.23269352,1.1239465,0.57841885,-1.0247804,-0.10821584,0.3961963
0116.wav,D,min/5,0.16281125,-0.7970508,0.19841337,-0.64765745,-0.6304338,-0.20195763,0.08603421,1.6498284,1.2237605,-1.4849528,-0.14845245,0.3661456
0117.wav,D#,min,-0.38638043,-0.17694785,-0.39989758,-0.61720484,-0.40260467,-0.531127,-0.08122274,-0.26825666,-0.14409465,-0.40926296,0.77746046,0.5440038
0118.wav,D#,min/3,-0.8860005,-0.24342324,-0.18940185,-0.75451,-0.011718266,-0.42872798,-0.22687058,-0.31302226,0.19464694,0.088042185,1.0184671,0.29416394
0119.wav,D#,min/5,-0.028234467,-1.3743143,0.9530504,-1.4929991,-0.16353762,-1.8163204,0.5334746,-0.2688675,0.93786776,-1.4414221,-0.35359818,2.1878455
0120.wav,E,min,-0.074605614,0.57491535,0.8316772,-0.34393245,-0.7160429,0.26877466,1.1484307,-0.41399348,-0.08789031,0.042889237,0.43603384,-1.7501801
0121.wav,E,min/3,0.28214774,0.67460126,1.0678775,-0.4043959,-0.59188235,0.38110077,0.83788157,-0.97021866,-0.3350063,0.44542134,0.43138927,-1.393757
0122.wav,E,min/5,0.34876052,0.6443954,1.6267332,-0.3239041,-1.0793369,-0.6477268,0.76049197,-0.5553397,-0.21971291,0.3068276,0.1390468,-1.4271702
0123.wav,F,min,0.43600598,-0.49155158,-0.6535909,-0.33412674,-0.9255634,1.7975836,0.42522642,-0.5753957,-0.009041429,0.38570136,0.4935076,0.29351792
0124.wav,F,min/3,1.0698186,-0.5952805,0.21860696,-1.1831646,1.0444728,2.12599,1.6805546,-1.1919374,1.2076225,0.28479886,-0.23197076,-0.5151073
0125.wav,F,min/5,1.4111181,-0.77855796,0.056079164,-1.3323522,0.8602593,2.0932655,1.135737,-0.3525707,1.2148801,-0.28907233,-0.107354194,0.21412548
0126.wav,F#,min,-1.037321,-0.85034776,-0.46138966,0.2607661,0.0521738,0.6659795,-0.77869165,-0.1617824,0.5486052,0.57609093,0.21665394,-0.13176936
0127.wav,F#,min/3,-0.88380456,-0.83276397,-0.62332904,0.29566023,0.14238754,0.722979,-0.6607431,0.07406718,0.6031413,0.7377337,0.13404822,-0.37168372
0128.wav,F#,min/5,2.0317118,-1.4105933,0.37584567,-0.6381807,2.6240857,0.03679681,-0.028061764,1.0471596,2.531936,-1.3143823,-0.40201166,-0.13720545
0129.wav,G,min,0.3273267,0.098781064,0.30472487,-0.7309954,0.4626808,1.9188691,0.122714475,-0.21290685,-0.35956463,0.20128131,0.10009934,-0.66053694
0130.wav,G,min/3,-0.5782015,0.37691212,0.63397795,-0.47498214,-0.34191322,0.38292906,-0.039539725,0.85118294,0.109467685,-0.54403937,-0.05706259,0.56619227
0131.wav,G,min/5,-0.7566469,1.2411332,0.37366605,-0.35133594,-0.25572127,0.82576996,-0.4345891,0.46292531,-0.2013936,-0.5946809,-0.35999554,-0.28211674
0132.wav,G#,min,0.2492275,-0.16860388,-1.4267781,-0.5052218,-0.2444841,-0.20611705,0.6269688,0.6011915,0.39621598,0.503574,-0.07351888,0.19497451
0133.wav,G#,min/3,-0.30997503,0.22048901,-0.2367308,-0.41296378,-0.74439836,-1.7167568,-0.18391499,0.6421372,0.104523666,0.5288583,0.2918309,0.32582104
0134.wav,G#,min/5,-0.4144006,0.47719687,-0.42238915,0.1321218,-0.5455895,-0.5172434,0.22808766,0.48333478,-1.0720484,0.93427837,0.64702386,-0.11545885
0135.wav,A,min,-0.21770479,-0.5585958,0.95937985,-0.18551242,-0.5785392,0.16436404,0.24339439,0.028461821,1.0032313,1.029464,-0.8604249,0.023002096
0136.wav,A,min/3,0.7923938,-0.46306062,1.030057,-0.7711485,-0.3173376,0.91788673,1.0579159,-0.93956673,0.9359708,0.27824387,-0.2719318,-0.7666275
0137.wav,A,min/5,-0.23666549,0.016340032,1.2160283,-0.19165888,-1.0870845,-0.47716457,0.8803406,0.13618958,0.74720144,-0.49330056,-0.6298575,-0.64133835
0138.wav,A#,min,1.0689437,-1.566222,0.8365431,-0.2540347,0.4208717,-0.08571307,0.13281223,0.5498429,0.7032933,-0.08354084,-0.11810863,1.2889922
0139.wav,A#,min/3,1.5575992,-1.5716043,0.9470185,0.22089297,0.7422638,0.4190758,0.27800024,0.42777616,1.1620852,-0.6164567,-0.18977752,0.58473104
0140.wav,A#,min/5,1.3761426,-1.8705136,0.7947496,0.17616543,-0.26524675,0.06656228,0.34240925,0.53199685,0.49553838,-0.7139148,-0.33334213,1.0902263
0141.wav,B,min,-0.5697911,-0.39176923,-0.33149648,0.18450111,-0.11866256,0.58537614,-1.026877,-0.42104077,-1.2029539,0.7890318,0.5897641,-0.31832707
0142.wav,B,min/3,0.56340694,0.25456983,-0.31625587,-0.46948418,1.3990011,0.8431229,-0.6010336,0.0073048174,0.7826737,-0.92223805,0.6845736,-0.5689934
0143.wav,B,min/5,0.013754606,0.04496889,-0.08802806,0.24591818,0.7616899,0.39833307,-0.93249667,-0.26808316,-0.33704138,0.8617544,0.85923505,-0.09607994
0144.wav,C,maj7,0.5173031,0.95401835,1.2277738,-0.35653132,-0.37176996,0.1383162,0.69915396,-0.58123446,-0.32632217,0.42692405,0.41077211,-1.5752103
0145.wav,C,maj7/3,1.052728,0.6929718,1.5124984,-0.6339376,-0.14229214,0.28700984,0.83265465,-0.58961153,-0.13627347,0.4155993,-0.34330422,-1.7256098
0146.wav,C,maj7/5,0.26899216,0.63042617,1.5311666,-0.27242124,-0.44828743,0.5759559,0.6897924,-1.0227822,-0.75314534,0.6744107,0.1129685,-1.4903915
0147.wav,C,maj7/7,0.9226904,0.573573,1.2058799,-0.6191231,-0.78295815,0.8050544,0.94416225,-1.3933916,0.0054818094,1.0771438,0.32933256,-1.5578067
0148.wav,C#,maj7,0.62036705,-0.95395833,-0.690259,0.13240498,-0.06196358,1.8978627,0.4177556,-0.5852826,-0.31007028,1.0000756,-0.10470936,0.6501371
0149.wav,C#,maj7/3,1.4146909,-1.4008737,-0.17900287,0.31195313,0.30958137,1.4694374,0.4153157,-0.059081823,0.16735472,0.71419257,-0.1313568,0.6227191
0150.wav,C#,maj7/5,1.2668458,-1.1777698,-0.44700158,-0.020988226,0.7870769,1.4060609,0.61084783,0.010657623,0.46198204,0.86610955,-0.400986,0.63105595
0151.wav,C#,maj7/7,0.49131003,-1.1996839,-0.5451135,0.4801919,-0.565266,1.1649396,0.122850746,-0.03075336,-0.2911357,1.0723333,0.16453582,0.67425233
0152.wav,D,maj7,-0.0064234585,-0.7910237,-0.83665526,-0.40098447,0.7058698,0.31142777,-0.95463455,0.46979696,1.2876308,-0.033117905,0.091440514,-0.5621443
0153.wav,D,maj7/3,0.93768394,-2.1829739,-1.0037258,-2.1219246,-0.04060831,-0.47905463,-1.3551728,0.471734,1.4419909,-1.1228149,-0.92282635,0.97197205
