file_name,root_note,chord_type,encoded_0,encoded_1,encoded_2,encoded_3,encoded_4,encoded_5,encoded_6,encoded_7,encoded_8,encoded_9,encoded_10,encoded_11
0066.wav,A#,maj,0.6561944,-0.39099962,-0.7867897,-1.7176008,-0.8099674,1.2689534,-0.09555407,-1.1998775,0.28611362,0.9593488,0.25428683,1.4248306
0067.wav,A#,maj/3,0.57852185,-0.3548305,-0.690692,-1.3401904,-1.0507864,1.4490515,0.67956996,-0.7456103,0.16149373,-0.031555824,-0.425855,0.09826287
0068.wav,A#,maj/5,0.8952646,-0.77589077,-0.067389846,-1.3603401,-0.56775665,1.0878129,0.16325739,-0.83445287,0.6058199,0.09182707,-0.4890369,0.96898127
0069.wav,B,maj,0.9891472,0.20028777,0.5236642,1.3857864,2.085985,-0.6571937,0.5075574,0.18563773,0.45884365,-0.25138444,-1.4366177,-0.7023682
0070.wav,B,maj/3,-0.40662146,0.42142728,-1.2590625,-0.43012214,-0.025605693,-0.32315248,0.25486112,0.08861752,-0.021007434,0.2868179,-1.0089222,1.0831227
0071.wav,B,maj/5,-0.028136566,0.094445534,-1.6671402,-0.3452617,-0.16576433,-0.5018331,0.2719323,-0.12778103,-0.2395827,0.4543373,-0.55341756,1.0504422
0072.wav,C,min,-0.09179063,-0.5428341,1.1574488,0.61923116,0.13246386,0.4354155,0.07961582,0.396382,0.4530471,1.3044387,-0.15207149,-0.32842535
0073.wav,C,min/3,0.60252315,-0.87762994,1.1811521,0.92136794,0.41537714,-0.058444545,0.14299093,1.0413711,0.64203554,1.3032081,-0.092256,-0.2019037
0074.wav,C,min/5,-0.0692337,-1.4772693,1.6163073,0.3598758,0.4612745,0.08622943,1.2573717,0.87797946,1.3193183,2.3278131,-0.59804714,-0.72600526
0075.wav,C#,min,-1.0395279,0.60706514,0.79443103,0.33067203,-0.8886407,-0.57253945,-0.85684013,-0.26439443,-0.02596043,0.033826746,1.6909313,-0.65448564
0076.wav,C#,min/3,-0.51092124,-0.04416444,0.44826347,0.57890224,-0.25392222,-1.0734173,-0.5207785,0.18561678,-0.32047963,-0.57683843,1.6486136,-0.35034156
0077.wav,C#,min/5,-1.0517324,0.12651783,1.1223958,0.49745804,-1.2801766,-0.40823996,0.081199035,-0.108851746,-0.0067928433,-0.109317265,1.1358088,-1.1809978
0078.wav,D,min,-0.43857437,-0.3073106,-0.67920774,-1.050245,-1.1848142,0.54091054,0.99320555,-0.61489683,0.7679972,0.9406801,-0.030543834,-0.69417554
0079.wav,D,min/3,-0.33710343,-1.9725488,-0.6335344,-0.8163137,-1.5724243,0.4384169,2.1091576,0.830501,1.3258144,-0.6249541,-0.7013444,-0.0636402
0080.wav,D,min/5,-0.59845257,-0.8815413,-0.49240124,-0.37983036,-1.0518419,0.26858222,1.038649,-0.5061364,0.45121634,-0.3545542,-0.45947924,-1.4166214
0081.wav,D#,min,-0.049373925,-0.21177158,-1.5154724,-1.1347325,-0.49950212,0.20403604,-0.28756672,-0.97278124,0.082724705,0.4345242,-0.59138393,1.7489259
0082.wav,D#,min/3,-0.37046885,0.26664338,-2.5052032,-0.50036913,-0.6571733,-0.288301,0.23346563,-0.07563667,0.8939133,0.89402485,-0.34523308,1.8347099
0083.wav,D#,min/5,-0.19796075,0.31193957,-1.2582319,-0.031331405,0.022066236,-0.35177782,-0.19652374,-0.39117974,0.47371238,0.9848719,-0.40257567,0.68100584
0084.wav,E,min,-1.0266466,1.7772032,0.18735087,0.4474941,-0.38371176,-0.015800014,-0.39812326,-0.21209148,0.6121227,1.7863307,0.80535686,0.3316485
0085.wav,E,min/3,-0.009511679,1.8379277,0.2896136,0.33686286,0.42726946,-0.23350199,0.44032687,-0.20623308,0.24698935,1.2989858,0.037547126,0.23446694
0086.wav,E,min/5,-1.2510053,1.8302481,0.292103,0.39888,-0.8206596,0.21436073,-0.9211048,-0.31695923,0.7216946,1.800767,1.4444305,0.48011723
0087.wav,F,min,2.2634444,0.23942599,0.691503,-0.4156072,-0.5722519,-0.23636332,-0.14204578,-0.427299,-0.73122877,-0.8612821,0.76946485,-0.6111839
0088.wav,F,min/3,1.6000729,-0.44391918,0.1815176,-0.05104001,-0.6732561,-0.1476361,0.17738372,-0.0016313461,0.33618355,-0.2979526,0.88990843,-0.5374539
0089.wav,F,min/5,1.3247299,-0.4265061,0.17639944,-0.045225874,-0.69814235,0.091756985,0.21773013,-0.4921628,0.29865903,0.27405483,1.0046982,-1.0706413
0090.wav,F#,min,-0.27826554,0.24352944,0.47173208,0.5796231,-0.49740636,-0.44426003,0.15469436,0.5054983,-1.0634614,-1.3197544,-1.0416659,-0.97175545
0091.wav,F#,min/3,-0.46133852,0.41423285,0.18658733,-0.37169254,-1.3332214,-0.3079308,-0.0057062805,-0.39719138,-0.89696676,-0.7665005,-0.5109124,-1.3268235
0092.wav,F#,min/5,-0.23602293,0.5629483,0.7405756,0.8743788,-0.71620554,-0.4466597,0.41596806,0.6125857,-1.4337198,-1.2072136,-1.0108542,-0.77214384
0093.wav,G,min,-1.2084783,0.24956164,0.12878995,-0.13259472,-0.43582827,1.6136273,-0.79794425,-0.71559066,0.85980755,1.5745503,0.6694499,1.5526003
0094.wav,G,min/3,-0.1309988,0.25275102,0.35995373,-0.012968466,-0.093864,1.495731,0.042535856,-0.5288968,0.69089925,1.1068933,-0.3102404,1.1150792
0095.wav,G,min/5,0.12962289,0.40306208,0.5937139,-0.031363294,0.034181833,1.6209912,0.20978673,-0.5617494,0.6692565,0.9178932,-0.7011211,0.9477452
0096.wav,G#,min,-0.28729331,-0.075295456,0.61416996,-0.36878812,-0.4034844,-0.63107353,0.03748648,0.422883,0.6711853,0.21004096,0.423732,0.33705464
0097.wav,G#,min/3,-0.53864646,0.36620235,-0.31178328,-0.6406438,-0.13637814,-0.7516727,0.45061892,0.305863,0.2923327,0.22524017,-0.1861491,0.98557854
0098.wav,G#,min/5,-1.0894045,-0.6738626,-0.7074663,-0.3026694,-0.30972755,-0.67604077,0.17652257,0.36593542,1.1306367,0.37563634,0.040174514,0.29941437
0099.wav,A,min,0.30412918,0.12301184,-0.4335584,-0.3396197,-0.5396873,-0.43192136,-0.3562448,-0.83547187,-0.58674014,0.46151662,0.604143,-1.7143147
0100.wav,A,min/3,0.5703175,0.16032746,0.20391026,-0.2206773,-0.8984961,-0.25993142,-0.286506,-0.7748119,-0.34496534,0.7492583,1.1766301,-1.2259188
0101.wav,A,min/5,-0.55552316,1.0534825,0.11165972,0.24378909,-1.2315075,-0.32398868,-0.8428361,-0.75289005,0.32427514,0.77751476,1.2487706,-0.40588084
0102.wav,A#,min,0.6905614,0.08772927,-0.01767546,-0.28437722,-0.31842488,0.87399095,0.09904086,-1.2316942,-0.37212622,-0.19605869,-1.0247623,-0.00018627197
0103.wav,A#,min/3,0.67016196,0.4183198,-0.5138612,0.6127849,-0.252744,0.31072283,0.75535786,-0.24701525,-0.30921227,-0.60327476,-0.25128263,-0.7153045
0104.wav,A#,min/5,1.309375,-0.46700436,0.050550684,-0.98844415,-1.0706284,0.7755377,-0.12099673,-0.82655585,-0.07746394,0.012707002,-0.120021135,0.46693626
0105.wav,B,min,3.4511237,-1.1495435,1.6343663,1.5351577,0.99763775,-1.6591036,1.603841,2.183331,1.1288096,-3.4070656,-2.9707682,2.3074005
0106.wav,B,min/3,0.6829518,0.07376497,-0.72888315,-0.38404506,-0.3981089,-0.28063497,0.9033301,1.0780911,0.5640553,-0.53691864,-1.7466544,2.0791667
0107.wav,B,min/5,0.5758181,0.58516526,-0.10037914,-0.05883594,-0.2705725,-0.20622113,0.65495557,0.299175,0.016376734,-0.3446778,-1.4878455,0.7610476
0108.wav,C,min,0.70091796,-0.43529308,1.3119886,0.39854723,0.90331537,0.0820484,0.62328756,0.96558815,0.87715966,1.680709,-0.10130134,-0.08246235
0109.wav,C,min/3,0.9127103,-0.6719168,1.2924249,0.8022549,0.7065711,-0.23940735,0.6748778,1.3346024,0.9937254,1.8467969,-0.02112858,-0.21447852
0110.wav,C,min/5,1.0099895,-0.3950832,1.5176282,1.0559996,0.9736575,-0.22962135,0.9699229,1.1831874,0.53231525,1.4100434,-0.9302186,-0.5068854
0111.wav,C#,min,-1.5390042,-0.052921154,1.0121555,1.1161922,-1.5581384,-0.43335408,-0.8304374,0.25627127,-0.03772168,0.13256311,1.7005726,-0.13265565
0112.wav,C#,min/3,-1.4965603,0.09295093,1.341389,0.9093248,-1.8455904,-0.26327786,-0.7462181,0.18836303,0.06067355,0.5372672,2.1723409,-0.27170214
0113.wav,C#,min/5,-0.7716349,0.10071198,0.96471083,0.28394854,-0.8628835,-0.534475,-0.18815763,0.13711827,-0.011215046,0.051506497,1.2439824,-0.55448896
0114.wav,D,min,0.052315176,0.031916805,-0.66972405,-0.6241686,-0.47584152,0.4202069,-0.045743555,-1.1724687,-0.14488803,0.51028377,0.49192992,-0.4281072
0115.wav,D,min/3,-0.9166101,-0.8033056,-0.81603396,-0.9457622,-1.4151465,0.4852298,1.3585128,-0.18541382,0.8427432,0.31352478,0.029827923,-0.795298
0116.wav,D,min/5,-1.1406434,-0.82955366,-0.877986,-0.578449,-1.5569004,0.050909504,1.4465555,0.015506703,0.9573284,0.12007881,-0.24112909,-0.933627
0117.wav,D#,min,-0.1372803,0.11510766,-1.605593,-0.73507804,-0.09279565,-0.014168426,0.15346326,-0.22892012,0.071785405,0.53915745,-0.78868437,1.1280178
0118.wav,D#,min/3,-0.08526935,0.23565748,-0.9518431,0.103541836,-0.08691229,-0.2797238,-0.16557257,0.08023526,-0.0488369,0.57683617,-0.7471019,0.9874637
0119.wav,D#,min/5,0.12988706,0.08729411,-0.78286666,0.42330265,0.53842217,-0.39723215,-0.3573643,-0.85923994,0.49501318,0.41208774,-0.6257365,-0.1295304
0120.wav,E,min,-1.2700061,2.2029314,0.629911,0.572316,-0.6595391,0.49743342,-0.9945761,-0.055640634,0.6386886,1.6813174,1.1997156,0.47526845
0121.wav,E,min/3,-0.5925766,2.0249674,0.5509222,0.38911533,-0.1053464,0.28400058,-0.48606145,0.01636706,0.43259853,1.4872339,0.7574831,0.45621583
0122.wav,E,min/5,-0.32540733,1.7479066,-0.184825,0.46154547,0.082729384,-0.5050862,-0.043101177,0.07218698,0.31991792,1.2696642,0.83671,0.51520884
0123.wav,F,min,2.031657,-0.70859987,0.0130456835,-0.43327487,-0.68149734,-0.20294628,-0.03988038,-0.29823333,0.357889,-0.13013196,0.6215086,0.055562057
0124.wav,F,min/3,1.353757,-0.5096791,1.2883077,0.57077754,-0.23559298,-0.28988487,0.76387036,0.7358571,0.14233606,0.575354,0.3093696,-0.64388406
0125.wav,F,min/5,1.6116954,-0.7000806,0.54322433,0.58632404,-0.28384316,-0.4926293,0.8795818,0.17957912,0.43150795,0.46377784,0.42565545,-0.8963205
0126.wav,F#,min,-0.026225075,0.17011133,0.3172867,-0.2602179,-1.2127382,-0.12361663,-0.36550295,0.09415351,-1.1118441,-0.75626147,-0.30429298,-0.8645021
0127.wav,F#,min/3,-0.24396755,0.13649282,0.4064896,-0.037863553,-1.369971,-0.15207237,-0.3871984,-0.04925626,-0.7654714,-1.0625051,-0.062110826,-1.1802926
0128.wav,F#,min/5,-0.91036594,0.8737031,1.4298902,1.9215263,-0.63828945,-0.25414526,1.5333511,1.1894372,-1.1175241,-0.68445486,-0.4263771,-0.5518643
0129.wav,G,min,0.56947786,-0.117986955,1.787452,0.37409538,0.7993216,1.1336707,0.58623666,-0.08535163,0.23082696,0.6465021,-1.1938158,-0.40202236
0130.wav,G,min/3,-0.01819621,-0.49668133,-0.2413024,-0.9382655,-0.59040034,1.8019534,-0.1676393,-0.8877797,0.4592641,0.81078947,-0.19928302,1.0738914
0131.wav,G,min/5,-0.16432793,0.17053984,0.25773042,-0.3237188,-0.4880696,1.4212629,0.0003311187,-0.71652085,0.17644095,0.6134771,-0.2548229,0.3397955
0132.wav,G#,min,-0.6097251,-0.03928616,1.102073,0.21771763,-1.0667466,-0.8380638,-0.097188056,0.48132968,0.5866084,-0.19130075,0.027592748,0.21114132
0133.wav,G#,min/3,-1.2962778,0.18865454,-0.95034,-0.124799296,0.13183315,-0.94043654,0.506998,-0.20569645,0.37610567,0.5741861,-0.22237182,0.054212086
0134.wav,G#,min/5,0.25398457,0.49714917,0.6060064,-0.30344534,0.4929787,-0.5719254,0.15632822,0.0027091834,0.14026451,0.43292046,-0.41387457,-0.02184362
0135.wav,A,min,-0.08772023,-0.52632457,-0.19141239,0.1810566,-0.4836198,-0.36919492,-0.052291065,-0.06890303,-0.1753167,1.0327704,0.7689009,-1.7727051
0136.wav,A,min/3,0.81439406,0.49882722,0.13216501,0.23326704,-0.54059064,-0.24532786,0.36386764,-0.0487259,-0.26143247,0.9544696,1.0295285,-1.2025931
0137.wav,A,min/5,-1.0716524,1.0532181,0.20832084,0.45379496,-1.243667,-0.3408451,-1.0251079,-0.4471091,0.60560495,0.8613985,1.3610135,-0.26782334
0138.wav,A#,min,0.71903706,0.54690045,-0.07473406,0.5912322,0.32454556,0.34890538,0.3360291,-0.48388383,-0.35539418,-0.4430797,-0.7757722,-0.777796
0139.wav,A#,min/3,0.8272418,-0.33585072,-0.24936917,0.631242,0.030501291,0.23071025,1.4162613,0.52282417,-0.05987546,-0.3762253,-0.016708978,-0.6202241
0140.wav,A#,min/5,1.4232568,-0.13302875,-0.23378807,-0.23887508,-0.39702535,0.55958694,0.25940856,-0.65038526,-0.36466652,-0.329532,0.1512227,-0.19873998
0141.wav,B,min,1.2020955,0.33619905,0.94833827,0.30389166,1.4666597,-0.6195813,0.061597005,0.3601866,-0.6154469,-1.0023979,-1.0809877,-0.104979195
0142.wav,B,min/3,0.55072296,-0.010022111,0.2382431,0.10004781,-0.11599912,0.035140187,0.88247955,0.9111162,0.43953526,-0.726141,-1.9387108,1.8422519
0143.wav,B,min/5,1.2051457,0.7620239,0.8427044,1.536375,2.712296,-0.854971,0.9664393,0.92372245,-0.19113395,-0.8288636,-1.9242,0.90636706
0144.wav,C,maj7,0.50309956,1.5871586,0.5696695,0.122593224,0.7408724,0.028735891,0.4977067,-0.3240886,0.002215162,1.123973,-0.07135659,-0.31456736
0145.wav,C,maj7/3,0.9386095,0.83828425,0.5592153,-0.14818473,0.6956027,0.0028610975,0.50648934,-0.38330144,-0.20846058,1.1894996,0.073479176,-1.1091893
0146.wav,C,maj7/5,1.937138,1.2094184,0.90624344,0.4662227,2.0003061,0.22837363,0.60690767,-0.22538702,-0.60676676,0.8964933,-0.29128212,-0.7972554
0147.wav,C,maj7/7,3.6350124,0.34263328,-0.57065934,2.4947042,3.067695,-2.0772583,1.2198704,2.0323076,0.7738903,0.42209125,0.5599847,0.7942889
0148.wav,C#,maj7,1.3436147,-0.3812984,0.2712021,-0.0538304,-0.75039876,0.014370725,0.34731627,-0.2664329,-0.006387785,-0.4754871,1.1744622,-1.0644833
0149.wav,C#,maj7/3,1.3355863,-0.57021445,0.20096543,-0.19376011,-0.73076797,-0.009577647,0.87375236,-0.35173735,-0.11823568,-0.5678589,1.053671,-1.3341632
0150.wav,C#,maj7/5,0.838797,-0.5766553,0.39550376,0.0009215325,-0.921614,-0.16208275,0.77119184,-0.08099483,0.05427681,-0.57315975,0.98703456,-1.4051132
0151.wav,C#,maj7/7,1.5005263,-0.32093245,0.26086748,-0.49443775,-0.608692,-0.22179447,0.16639677,-0.42929754,-0.37544042,-0.6981001,1.0902152,-1.1016576
0152.wav,D,maj7,-0.11954512,-0.0019603148,0.21324056,-0.33663076,-1.3954331,-0.53644365,0.3449949,-0.080566585,-0.5653812,-1.2476697,-0.8743063,-1.2479565
0153.wav,D,maj7/3,-0.09267618,0.17943045,1.6171861,0.781606,0.13676387,-0.20638807,0.4479978,0.6337803,-1.0636301,-1.4002563,-1.9048728,-0.32087678
